raw,replaced
"Luis Sepúlveda, Chilean Writer Exiled by Pinochet, Dies at 70 .","Luis Sepúlveda, Chilean Writer Exiled by Pinochet, Dies at 70 ."
2020-04-20 16:39:09 +00:00 .,2020-04-20 16:39:09 +00:00 .
This obituary is part of a series about people who have died in the coronavirus pandemic .,This obituary is part of a series about people who have died in the coronavirus pandemic .
Read about others here .,Read about others here .
"MADRID — Luis Sepúlveda , a Chilean writer whose stay among Indigenous people in the Amazon led to his most celebrated novel and who was jailed during the dictatorship of Augusto Pinochet , died April 16 in Oviedo , Spain .","MADRID — Luis Sepúlveda , a Chilean writer whose stay among Indigenous people in the Amazon led to his most celebrated novel and who was jailed during the dictatorship of Augusto Pinochet  the Amazon led to Luis Sepúlveda , a Chilean writer whose stay among Indigenous people in the Amazon led to his most celebrated novel and who was jailed during the dictatorship of Augusto Pinochet most celebrated novel and who was jailed during the dictatorship of Pinochet , died April 16 in Oviedo , Spain ."
He was 70 .,"Luis Sepúlveda , a Chilean writer whose stay among Indigenous people in the Amazon led to his most celebrated novel and who was jailed during the dictatorship of Augusto Pinochet was 70 ."
"The cause was the novel coronavirus , according to Tusquets , his publishing house in Barcelona .","The cause was the coronavirus , according to Tusquets , Luis Sepúlveda , a Chilean writer whose stay among Indigenous people in the Amazon led to his most celebrated novel and who was jailed during the dictatorship of Augusto Pinochet publishing house in Barcelona ."
"Mr. Sepúlveda , who was hospitalized in February , was among the first wave of people in Spain to be diagnosed with the coronavirus .",Mr. Sepúlveda was among the first wave of people in Spain to be diagnosed with the coronavirus .
"Mr. Sepúlveda published several novels , children ’s stories and travel books , and he also wrote and directed films .","Mr. Sepúlveda published several novels , children ’s stories and travel books , and Mr. Sepúlveda also wrote and directed films ."
"He acquired fame with his novel “ The Old Man Who Read Love Stories ” ( 1988 ) , which tells the story of a man who , together with his wife , leaves his mountain village to take part in the colonization of the Amazon .","Mr. Sepúlveda acquired fame with Mr. Sepúlveda novel “ The Old Man Who Read Love Stories ” ( 1988 ) , which tells the story of a man who , together with his wife , leaves his mountain village to take part in the colonization of the Amazon  a man who , together with his wife , leaves his mountain village to take part in the colonization of the Amazon wife , leaves a man who , together with his wife , leaves his mountain village to take part in the colonization of the Amazon mountain village to take part in the colonization of the Amazon ."
The book was inspired by Mr. Sepúlveda ’s stay in the 1970s with the region ’s Shuar Indigenous people .,The book was inspired by Mr. Sepúlveda ’s stay in the 1970s with the region ’s Shuar Indigenous people .
A review in The New York Times by David Unger compared it to one of the early works of Gabriel García Márquez .,A review in The New York Times by Mr. Unger compared The book to one of the early works of Gabriel García Márquez .
"“ In its simple language and philosophical underpinnings , it is magical , thanks to the author ’s skill at describing jungle life , ” Mr. Unger wrote .","“ In The book simple language and philosophical underpinnings , The book is magical , thanks to the author ’s skill at describing jungle life , ” Mr. Unger wrote ."
Mr. Sepúlveda wrote the screenplay for a 2001 movie version starring Richard Dreyfuss .,Mr. Sepúlveda wrote the screenplay for a 2001 movie version starring Richard Dreyfuss .
"Mr. Sepúlveda was born on Oct. 4 , 1949 , in Ovalle , a small city in central Chile .","Mr. Sepúlveda was born on Oct. 4 , 1949 , in Ovalle , a small city in central Chile ."
His father owned a restaurant and was a Communist militant .,Mr. Sepúlveda father owned a restaurant and was a Communist militant .
"His mother , who was of Mapuche Indigenous descent , worked as a nurse .","Mr. Sepúlveda mother , who was of Mapuche Indigenous descent , worked as a nurse ."
"As a teenager , he joined the Communist Youth and then studied theater at the University of Chile .","As a teenager , Mr. Sepúlveda joined the Communist Youth and then studied theater at the University of Chile ."
"After Gen. Pinochet staged a coup and took charge of Chile in 1973 , Mr. Sepúlveda was among a large number of left - wing intellectuals and political activists jailed by the regime .","After Pinochet staged a coup and took charge of Chile in 1973 , Mr. Sepúlveda was among a large number of left - wing intellectuals and political activists jailed by the regime ."
His prison sentence was eventually turned into house arrest .,Mr. Sepúlveda  his sentence was eventually turned into house arrest .
"He fled and went underground , but was recaptured and sentenced again , this time to 28 years in prison .","Mr. Sepúlveda fled and went underground , but was recaptured and sentenced again , this time to 28 years in prison ."
"With support from Amnesty International , his sentence was eventually changed to exile and he spent some time in the Amazon .","With support from Amnesty International , Mr. Sepúlveda  his sentence was eventually changed to exile and Mr. Sepúlveda spent some time in the Amazon ."
"In the late 1970s , Mr. Sepúlveda moved around Latin America including Nicaragua , where he joined a leftist militant group .","In the late 1970s , Mr. Sepúlveda moved around Latin America including Nicaragua , where Mr. Sepúlveda joined a leftist militant group ."
"He lived for a time in Germany , where he worked for Greenpeace , serving on one of its ships .","Mr. Sepúlveda lived for a time in Germany , where Mr. Sepúlveda worked for Greenpeace , serving on one of Greenpeace ships ."
"In 1997 , he settled in Spain ’s northern region of Asturias , where he renewed his relationship with Carmen Yáñez , a poet whom he had married in Chile before the coup .","In 1997 , Mr. Sepúlveda settled in Spain ’s northern region of Asturias , where Mr. Sepúlveda renewed Mr. Sepúlveda relationship with Ms. Yáñez  Mr. Sepúlveda had married in Chile before the coup ."
"Ms. Yáñez had been detained and tortured by Pinochet ’s police , but she eventually was granted political asylum in Sweden , where she lived until she rejoined Mr. Sepúlveda in Spain .","Ms. Yáñez had been detained and tortured by Pinochet ’s police , but Ms. Yáñez eventually was granted political asylum in Sweden , where Ms. Yáñez lived until Ms. Yáñez rejoined Mr. Sepúlveda in Spain ."
"She and five children , Carlos , Paulina , Max , Leon and Sebastián , survive him .","Ms. Yáñez and five children , Carlos , Paulina , Max , Leon and Sebastián , survive Mr. Sepúlveda ."
