raw,replaced
Dallas Salon Owner Is Jailed for Defying Order to Stay Closed .,Dallas Salon Owner Is Jailed for Defying Order to Stay Closed .
2020-05-06 02:00:47 +00:00 .,2020-05-06 02:00:47 +00:00 .
"A Dallas salon owner who reopened her business on April 24 , defying state and county orders for nonessential establishments to remain closed because of the coronavirus pandemic , was sentenced on Tuesday to a week in jail and was fined at least $ 3,500 .","Dallas Salon Owner  Dallas salon owner who reopened Dallas Salon Owner business on April 24 , defying state and county orders for nonessential establishments to remain closed because of the virus , was sentenced on Tuesday to a week in jail and was fined at least $ 3,500 ."
"The salon owner , Shelley Luther , was found to be criminally and civilly in contempt of court by Judge Eric V. Moyé of 14th Civil District Court in Dallas County , who said during a hearing that Ms. Luther had acted selfishly when she resumed operations at Salon À La Mode .","I was found to be criminally and civilly in contempt of court by Judge Eric V. Moyé of 14th Civil District Court in Dallas County , who said during a hearing that I had acted selfishly when I resumed operations at Salon À La Mode ."
"Ms. Luther ’s salon operated for seven days after the city of Dallas obtained a restraining ordered against Ms. Luther , 46 , according to Judge Moyé , who said that Ms. Luther could avoid jail time if she ceased her activities .","Ms. Luther ’s salon operated for seven days after Dallas obtained a restraining ordered against I , according to Judge Moyé  I could avoid jail time if I ceased I activities ."
"He also called on her to apologize to the elected officials whose orders she flouted , saying that until a vaccine for the virus is developed , citizens must obey emergency orders .","Judge Moyé also called on I to apologize to the elected officials whose orders I flouted , saying that until a vaccine for the virus is developed , citizens must obey emergency orders ."
"“ Failure to do so will only have catastrophic consequences , ” Judge Moyé said , “ and those reach far beyond the exigencies of one family or one business . ”","“ Failure to do so will only have those , ” Judge Moyé said , “ and those reach far beyond the exigencies of one family or one business . ”"
But Ms. Luther said that she would not comply with stay - at - home orders and that she had no regrets about reopening after a closure of more than a month .,But I said that I would not comply with stay - at - home orders and that I had no regrets about reopening after a closure of more than a month .
"“ I have to disagree with you , sir , when you say that I ’m selfish , because feeding my kids is not selfish , ” Ms. Luther said .","“ I have to disagree with sir , sir , when sir say that I ’m selfish , because feeding I kids is not selfish , ” I said ."
"“ So , sir , if you think the law ’s more important than kids getting fed , then please go ahead with your decision .","“ So , sir , if sir think the law ’s more important than kids getting fed , then please go ahead with sir decision ."
But I am not going to shut the salon . ”,But I am not going to shut Ms. Luther ’s salon . ”
"The hearing , conducted with strict social distancing measures in place , came just three days before hair and nail salons and barbershops will be allowed to reopen in Texas as certain social distancing restrictions are lifted by Gov. Greg Abbott , a Republican .","The hearing , conducted with strict social distancing measures in place , came just three days before hair and nail salons and barbershops will be allowed to reopen in Texas as certain social distancing restrictions are lifted by Abbott ."
"Ms. Luther was taken into custody after the hearing , where she wore in a mask .","I was taken into custody after The hearing , conducted with strict social distancing measures in place ,  I wore in a mask ."
Judge Moyé also wore a mask and heard some testimony through a Zoom videoconference .,Judge Moyé also wore a mask and heard some testimony through a Zoom videoconference .
Some of the court officials also participated through Zoom .,Some of the court officials also participated through Zoom .
"Warren V. Norred , a lawyer for Ms. Luther , said in an interview on Tuesday night that he planned to appeal the ruling immediately .","Mr. Norred  I , said in an interview on Tuesday  Tuesday night that Mr. Norred planned to appeal the ruling immediately ."
"He suggested that politics , not the spread of the virus , had prompted Judge Moyé to mete out jail time for Ms. Luther .","Mr. Norred suggested that politics , not the spread of the virus , had prompted Judge Moyé to mete out jail time for I ."
"“ It ’s breaking Shelley Luther , ” he said .","“ It ’s That  I , ” Mr. Norred said ."
“ That ’s what this court wants to do . ”,“ That ’s what this court wants to do . ”
Mr. Norred said it would be particularly tragic if Ms. Luther contracted the coronavirus while in jail .,Mr. Norred said it would be particularly tragic if I contracted the coronavirus while in jail .
"On April 24 , police officers visited Ms. Luther ’s 19 - seat salon and issued her a citation for reopening her business , which had been closed since March 22 .","On April 24 , police officers visited Ms. Luther ’s salon and issued Ms. Luther ’s salon a citation for reopening Ms. Luther ’s salon business , which had been closed since March 22 ."
"The next day , Ms. Luther appeared at a protest against stay - at - home orders in Frisco , Texas , where she tore up a cease - and - desist letter sent to her by a Dallas County judge .","That same day , I appeared at a protest against stay - at - home orders in Frisco , Texas , where I tore up a cease - and - desist letter sent to I by a Dallas County judge ."
"Last Friday , Mr. Abbott lifted a stay - at - home order in Texas and allowed shopping malls , restaurants and other businesses to reopen at a limited capacity .","Last Friday , Abbott lifted a stay - at - home order in Texas and allowed shopping malls , restaurants and other businesses to reopen at a limited capacity ."
"That same day , Mr. Abbott told lawmakers that he expected the coronavirus to spread as businesses reopened , a comment that drew criticism from Democrats .","That same day , Abbott told lawmakers that Abbott expected the coronavirus to spread as businesses reopened , a comment that drew criticism from Democrats ."
Mr. Abbott ’s office did not immediately respond to a request for comment on Tuesday night .,Mr. Abbott ’s office did not immediately respond to a request for comment on Tuesday  Tuesday night .
"Also on Tuesday , the authorities in West Texas announced criminal charges against eight people , including the owner of a bar in Ector County that had reopened in defiance of the governor ’s emergency order .","Also on Tuesday , the authorities in West Texas announced criminal charges against eight people , including the owner of a bar in Ector County that had reopened in defiance of the governor ’s emergency order ."
Manny Fernandez contributed reporting .,Manny Fernandez contributed reporting .
