raw,replaced
Opinion | How Trump Sanctions on Iran Will Worsen the Pandemic .,Opinion | How Trump  Trump Sanctions on Iran  Iran Will Worsen the Pandemic .
2020-03-24 05:21:40 +00:00 .,2020-03-24 05:21:40 +00:00 .
"Given that the lives of millions of Iranians are at stake , President Trump needs to suspend the sanctions , allowing other countries to offer humanitarian aid without fear of American repercussions .","Given that the lives of millions of Iranians are at stake , Trump needs to suspend Trump Sanctions on Iran , allowing other countries to offer humanitarian aid without fear of American repercussions ."
"Among the many horrors of the Iran - Iraq war was the use of chemical and nerve gas against Iran by Saddam Hussein , who at the time was supported by the United States and European countries .","Among the many horrors of that chemical warfare  Iran - Iraq war was the use of chemical and nerve gas against Iran by Saddam Hussein , who at the time was supported by Washington and European countries ."
"About 100,000 Iranian survivors of that chemical warfare live with chronic respiratory problems and often need inhalers and oxygen masks .","About 100,000 Iranian survivors of that chemical warfare  that chemical warfare live with chronic respiratory problems and often need inhalers and oxygen masks ."
They are considered at greater risk of being infected by coronavirus .,"About 100,000 Iranian survivors of that chemical warfare are considered at greater risk of being infected by coronavirus ."
"The isolation Iran experienced in the 1980s during its war with Iraq set it on a path to developing its nuclear and ballistic missile programs and strengthen alliances with countries like Syria , which has worsened the animosity between Washington and Tehran .","The isolation Iran experienced in the 1980s during Iran  that chemical warfare  Iraq set Iran on a path to developing Iran nuclear and ballistic missile programs and strengthen alliances with countries like Syria , which has worsened the animosity between Washington and Tehran ."
"Before the Iran - Iraq war , West Germany helped Iraq build facilities for chemical weapons in Falluja and Samarra .","Before that chemical warfare  Iraq war , West Germany helped Iraq build facilities for chemical weapons in Falluja and Samarra ."
"But during the war , West Germany , Austria and Spain opened their doors to Iranian survivors of chemical warfare .","But during that chemical warfare , these European nations opened these European nations doors to Iranian survivors of chemical warfare ."
"Some of those medical exchanges continue , and they have helped repair relations between Iran and these European nations .","Some of those medical exchanges continue , and Some of those medical exchanges have helped repair relations between Iran and these European nations ."
"After the coronavirus outbreak , in striking contrast with the United States , China sent a medical team to Iran , followed that with shipments of test kits and ventilators and has publicly requested that the United States to remove sanctions .","After the coronavirus outbreak , in striking contrast with Washington , China  that a medical team to Iran , followed that with shipments of test kits and ventilators and has publicly requested that Washington to remove sanctions ."
"Iran is more likely to continue to turn toward China , shifting the balance of powers in the Middle East away from the West .","Iran is more likely to continue to turn toward China , shifting the balance of powers in Middle East away from the West ."
"If the Trump administration continues to block international economic activity with Iran , a country of 80 million people will be abandoned — and the world could suffer the consequences of the unfettered spread of a deadly disease .","If the Trump administration continues to block international economic activity with Iran , a country of 80 million people will be abandoned — and the world could suffer the consequences of the unfettered spread of a deadly disease ."
Iranians will remember the choice the United States makes today .,Iranians will remember the choice Washington makes today .
"Narges Bajoghli is an assistant professor of Middle East studies at Johns Hopkins University , and the author of “ Iran Reframed : Anxieties of Power in the Islamic Republic . ”","Narges Bajoghli is an assistant professor of Middle East studies at Johns Hopkins University , and the author of “ Iran Reframed : Anxieties of Power in the Islamic Republic . ”"
Mahsa Rouhi is a research fellow at the Nonproliferation and Nuclear Policy program at the International Institute for Strategic Studies .,Mahsa Rouhi is a research fellow at the Nonproliferation and Nuclear Policy program at the International Institute for Strategic Studies .
The Times is committed to publishing a diversity of letters to the editor .,The Times is committed to publishing a diversity of letters to the editor .
We ’d like to hear what you think about this or any of our articles .,our ’d like to hear what the editor think about this or any of our articles .
Here are some tips .,Here are some tips .
And here ’s our email : letters@nytimes.com .,And here ’s our email : letters@nytimes.com .
"Follow The New York Times Opinion section on Facebook , Twitter ( @NYTopinion ) and Instagram .","Follow The The Times Opinion section on Facebook , Twitter ( @NYTopinion ) and Instagram ."
