raw,replaced
"Daisy Lucidi, a Radio Voice With a Telenovela Following, Dies at 90 .","I a Radio Voice With a Telenovela Following, Dies at 90 ."
2020-05-08 21:46:33 +00:00 .,2020-05-08 21:46:33 +00:00 .
This obituary is part of a series about people who have died in the coronavirus pandemic .,This obituary is part of a series about people who have died in the coronavirus pandemic .
Read about others here .,Read about others here .
"Daisy Lucidi got her start in Brazilian broadcasting in radio ’s earliest days , climbing on a box to reach the microphone and reciting poems at age 6 .","I got I start in Brazilian broadcasting in radio ’s earliest days , climbing on a box to reach the microphone and reciting poems at age 6 ."
She became a well - known radio figure and then familiar to later generations of Brazilians who watched her on wildly popular telenovelas .,I became a well - known radio figure and then familiar to later generations of Brazilians who watched I on wildly popular telenovelas .
"Ms. Lucidi , who parlayed that popularity into a career in politics , died on Thursday at a hospital in Rio de Janeiro .","I  I , died on Thursday at a hospital in Rio ."
She was 90 .,I was 90 .
"The cause was Covid-19 , her grandson Luiz Claudio Mendez , said .","The cause was Covid-19 , I grandson Luiz Claudio Mendez , said ."
"Ms. Lucidi ’s career coincided with the golden age of Brazil ’s Radio Nacional , which captured the attention of a vast nation with its nine orchestras broadcasting from an ornate proscenium theater , where programs were performed before a live audience .","I ’s career coincided with the golden age of Brazil ’s Radio Nacional , which captured the attention of a vast nation with its nine orchestras broadcasting from the network ."
"Ms. Lucidi spent 10 years at the network presenting the program “ Your Servant , Thank - You ! ” alongside Cesar Ladeira — one of Brazil ’s most famous radio personalities .","I spent 10 years at the network presenting the program “ Your Servant , Thank - You ! ” alongside Cesar Ladeira — one of Brazil ’s most famous radio personalities ."
"She was also a featured performer in many of the so - called radio theatricals , which later morphed into telenovelas , Latin America ’s soap opera genre .","I was also a featured performer in many of the so - called radio theatricals , which later morphed into telenovelas , Latin America ’s soap opera genre ."
"In the 1960s Ms. Lucidi started appearing on television , but she returned to radio in 1971 to host a daily program that ran for 46 years , “ Hello Daisy ! ” which featured recipes and movie star gossip as well as a segment highlighting urban problems .","In the 1960s I started appearing on television , but I returned to radio in 1971 to host a daily program that ran for 46 years , “ Hello Daisy ! ” which featured recipes and movie star gossip as well as a segment highlighting urban problems ."
Ms. Lucidi would use her broadcast pulpit to call upon the authorities to fix them .,I would use I broadcast pulpit to call upon the authorities to fix them .
She credited the program with inspiring her move to politics .,"I credited a daily program that ran for 46 years , “ Hello Daisy ! ” which featured recipes and movie star gossip as well as a segment highlighting urban problems with inspiring I move to politics ."
She won a seat on Rio ’s city council in 1976 and then three terms in the local state assembly starting in 1980 .,I won a seat on Rio ’s city council in 1976 and then three terms in the local state assembly starting in 1980 .
"Daisy Lucidi was born in Rio on Aug. 10 , 1929 , to Quinto Lucidi , a police official , and Clarice Lopez , a seamstress .","I was born in Rio on Aug. 10 , 1929 , to Quinto Lucidi , a police official , and Clarice Lopez , a seamstress ."
"She was married for 64 years to the radio sportscaster Luiz Mendez , who died in 2011 .","I was married for 64 years to the radio sportscaster Luiz Mendez , who died in 2014 ."
"The couple ’s son , Luiz Mendez Jr. , died in 2014 .","The couple ’s son , Luiz Mendez Jr. , died in 2014 ."
She is survived by two other grandchildren and three great - grandchildren .,I is survived by two other grandchildren and three great - grandchildren .
"Between 1948 and 2013 , Ms. Lucidi appeared in six Brazilian films .","Between 1948 and 2014 , I appeared in six Brazilian films ."
"After a long hiatus she returned to TV , appearing in the 2007 novella “ Tropical Paradise ” and in several more before making her final appearance in 2014 in “ Generation Brazil . ”","After a long hiatus I returned to TV , appearing in the 2007 novella “ Tropical Paradise ” and in several more before making I final appearance in 2014 in “ Generation Brazil . ”"
"“ Everything the radio did , television copied , even the novelas , ” she said in a 2011 TV interview .","“ Everything the radio did , television copied , even the novelas , ” I said in a 2011 TV interview ."
“,“
"My passion is radio , even though I like television and think I do it well . ”","I passion is radio , even though I like television and think I do radio well . ”"
