raw,replaced
"US STOCKS-Nasdaq gains, but earnings, coronavirus worries weigh on market .","US STOCKS-Nasdaq gains, but earnings, coronavirus worries weigh on the U.S. stock market ."
2020-04-16 20:04:53 +00:00 .,2020-04-16 20:04:53 +00:00 .
"( For a live blog on the U.S. stock market , click or type LIVE/ in a news window )","( For a live blog on the U.S. stock market , click or type LIVE/ in a news window )"
"* U.S. weekly jobless claims fall slightly * Amazon , Netflix hit record high","* U.S. weekly jobless claims fall slightly * Amazon , Netflix hit record high"
* Morgan Stanley drops after profit falls,* Morgan Stanley drops after profit falls
"* Indexes mixed : Dow down 0.1 % , SP 500 up 0.3 % , Nasdaq up 1.1 % ( Updates to late afternoon )","* Indexes mixed : Dow down 0.1 % , SP 500 up 0.3 % , Nasdaq up 1.1 % ( Updates to late afternoon )"
By Caroline Valetkevitch April 16 ( Reuters ),By Caroline Valetkevitch April 16 ( Reuters )
-,-
"The Nasdaq rose in afternoon trading on Thursday as Amazon.com and Netflix surged to record highs , while worries about first - quarter earnings weighed on the Dow and limited gains in the SP 500 .","Nasdaq rose in afternoon trading on Thursday as Amazon.com and Netflix surged to record highs , while worries about first - quarter earnings weighed on Dow and limited gains in SP 500 ."
"The Nasdaq outperformed the other two major indexes , extending recent gains .","Nasdaq outperformed the other two major indexes , extending recent gains ."
Amazon.com Inc and Netflix Inc rose to record highs as sweeping stay - at - home orders drove demand for online streaming services and home delivery of goods .,Amazon.com and Netflix rose to record highs as sweeping stay - at - home orders drove demand for online streaming services and home delivery of goods .
A fall for Boeing Co dragged the Dow down as its European rival Airbus said it was examining requests to defer deliveries after a collapse in travel demand .,A fall for Boeing Co dragged Dow down as Boeing Co  it said it was examining requests to defer deliveries after a collapse in travel demand .
"Meanwhile , the shutdown in New York was extended until May 15 even as coronavirus - related hospitalizations and deaths fell to their lowest in more than a week , adding to evidence that the hardest - hit state was controlling its spread .","Meanwhile , the shutdown in New York was extended until May 15 even as coronavirus - related hospitalizations and deaths fell to coronavirus - related hospitalizations and deaths lowest in more than a week , adding to evidence that New York was controlling New York spread ."
President Donald Trump is now expected to announce “ new guidelines ” for re - opening the economy at a news conference later on Thursday .,President Donald Trump is now expected to announce “ new guidelines ” for re - opening the economy at a news conference later on Thursday .
"Wall Street has swung this week between hopes of a peaking in coronavirus cases and fears of the biggest economic slump since the Great Depression , as the lockdown measures crushed business activity .","Wall Street has swung this week between hopes of a peaking in coronavirus cases and fears of the biggest economic slump since the Great Depression , as the lockdown measures crushed business activity ."
"“ We ’re not going to see a V - shaped recovery , and I think investors will eventually realize that , so it ’s premature to call a bottom in stocks at this stage , ” said Alan Lancz , president of Alan B. Lancz Associates Inc. , an investment advisory firm based in Toledo , Ohio .","“ We ’re not going to see a V - shaped recovery , and I think investors will eventually realize that , so it ’s premature to call a bottom in stocks at this stage , ” said I ."
"Latest data showed jobless claims fell slightly to 5.2 million last week from an upwardly revised 6.62 million the previous week , but the total figure for the past month still topped a stunning 20 million .","Latest data showed jobless claims fell slightly to 5.2 million last week from an upwardly revised 6.62 million the previous week , but the total figure for the past month still topped a stunning 20 million ."
Economists polled by Reuters had estimated 5.1 million jobless claims for the week ended April 11 .,Economists polled by Reuters had estimated 5.1 million jobless claims for the week ended April 11 .
"The Dow Jones Industrial Average fell 33.67 points , or 0.14 % , to 23,470.68 , the SP 500 gained 8.37 points , or 0.30 % , to 2,791.73 and the Nasdaq Composite added 89.23 points , or 1.06 % , to 8,482.41 .","The Dow Jones Industrial Average fell 33.67 points , or 0.14 % , to 23,470.68 , SP 500 gained 8.37 points , or 0.30 % , to 2,791.73 and Nasdaq added 89.23 points , or 1.06 % , to 8,482.41 ."
"Wall Street ’s fear gauge rose for the second straight session , while the flight from risk pressured U.S. Treasury yields .","Wall Street ’s fear gauge rose for the first quarter , while the flight from risk pressured U.S. Treasury yields ."
"After a 27.5 % rally from its March lows , the SP 500 index is still about 18 % below its record high as first - quarter earnings kicked off with U.S. banks preparing for a wave of future loan defaults following a halt in business activity .","After a 27.5 % rally from the SP 500 index March lows , the SP 500 index is still about 18 % below the SP 500 index record high as first - quarter earnings kicked off with U.S. banks preparing for a wave of future loan defaults following a halt in business activity ."
"Analysts estimate earnings for SP 500 companies slumped 12.8 % in the first quarter , which would be the biggest quarterly decline since the financial crisis .","Analysts estimate earnings for SP 500 companies slumped 12.8 % in the first quarter , which would be the biggest quarterly decline since the financial crisis ."
"Morgan Stanley wrapped up earnings for the big U.S. lenders , reporting a plunge in quarterly profit as its advisory and wealth management businesses took a hit from the economic fallout of the pandemic .","Morgan Stanley wrapped up earnings for the big U.S. lenders , reporting a plunge in quarterly profit as Morgan Stanley advisory and wealth management businesses took a hit from the economic fallout of the pandemic ."
"Declining issues outnumbered advancing ones on the NYSE by a 2.13 - to-1 ratio ; on Nasdaq , a 1.60 - to-1 ratio favored decliners .","Declining issues outnumbered advancing ones on Nasdaq by a 2.13 - to-1 ratio ; on Nasdaq , a 1.60 - to-1 ratio favored decliners ."
The SP 500 posted 14 new 52 - week highs and 1 new low ; the Nasdaq Composite recorded 41 new highs and 60 new lows .,SP 500 posted 14 new 52 - week highs and 1 new low ; Nasdaq recorded 41 new highs and 60 new lows .
Additional reporting by Medha Singh and Akanksha Rana in Bengaluru ;,Additional reporting by Medha Singh and Akanksha Rana in Bengaluru ;
"Editing by Sagarika Jaisinghani , Shounak Dasgupta and Dan Grebler","Editing by Sagarika Jaisinghani , Shounak Dasgupta and Dan Grebler"
