raw,replaced
PRECIOUS-Gold climbs to 7-year high as virus seen impacting global growth .,PRECIOUS-Gold climbs to 7-year high as virus seen impacting global growth .
2020-02-20 16:45:32 +00:00 .,2020-02-20 16:45:32 +00:00 .
"( Adds comments , updates prices )","( Adds comments , updates prices )"
"* Coronavirus fears grip South Korea , China reports drop * SPDR Gold holdings rise to over 3 - yr peak * Palladium eases from record high","* Coronavirus fears grip South Korea , China reports drop * SPDR Gold holdings rise to over 3 - yr peak * Palladium eases from record high"
* Coronavirus interactive graphic : tmsnrt.rs/2GVwIyw,* Coronavirus interactive graphic : tmsnrt.rs/2GVwIyw
By Diptendu Lahiri Feb 20 ( Reuters ) - Gold prices climbed to their highest in seven years on Thursday as an uptick in the number of coronavirus cases in South Korea fueled worries over the wider economic impact of the outbreak .,By Diptendu Lahiri Feb 20 ( Reuters ) - Gold prices climbed to their highest in seven years on Thursday as an uptick in the number of coronavirus cases in South Korea fueled worries over the wider economic impact of The epidemic .
"Spot gold rose 0.3 % to $ 1,616.74 per ounce by 10:55 EST ( 1555 GMT ) , after hitting its highest since February 2013 at $ 1,622.19 .","Spot gold rose 0.3 % to $ 1,616.74 per ounce by 10:55 EST ( 1555 GMT ) , after hitting Spot gold highest since February 2013 at $ 1,622.19 ."
"U.S. gold futures jumped 0.5 % to $ 1,619.60 per ounce .","U.S. gold futures jumped 0.5 % to $ 1,619.60 per ounce ."
"“ Now that gold has surpassed the $ 1,600 level , more investors and traders will take positions now , ” said Michael Matousek , head trader at U.S. Global Investors .","“ Now that gold has surpassed the $ 1,600 level , more investors and traders will take positions now , ” said Michael Matousek , head trader at U.S. Global Investors  U.S. Global Investors ."
"“ Coronavirus is definitely a factor but we have a bunch of other reasons like ... central banks keeping ( interest ) rates negative , tariff related issues with China and Europe , ” he added .","Coronavirus  Coronavirus is definitely a factor but U.S. Global Investors have a bunch of other reasons like ... central banks keeping ( interest ) rates negative , tariff related issues with China and Europe , ” Michael Matousek , head trader at U.S. Global Investors added ."
"The epidemic has disrupted China ’s economic growth and a further spread to other countries could derail a “ highly fragile ” projected recovery in the global economy in 2020 , the International Monetary Fund warned on Wednesday .","The epidemic has disrupted China ’s economic growth and a further spread to other countries could derail a “ highly fragile ” projected recovery in the global economy in 2020 , the International Monetary Fund warned on Wednesday ."
"Even as the number of new coronavirus cases in China slowed , new research suggesting the virus was more contagious than previously thought added to the alarm .","Even as the number of new coronavirus cases in China slowed , new research suggesting Coronavirus was more contagious than previously thought added to the alarm ."
"Daegu , a city of 2.5 million people in South Korea , has became the latest victim of coronavirus outside China .","Daegu , a city of 2.5 million people in South Korea , has became the latest victim of coronavirus outside China ."
"South Korea now has 104 confirmed cases of the flu - like virus , and reported its first death .","South Korea now has 104 confirmed cases of the flu - like virus , and reported the flu - like virus first death ."
Beijing cut the benchmark lending rate and is likely to roll out more measures to support an economy jolted by the virus crisis .,Beijing cut the benchmark lending rate and is likely to roll out more measures to support an economy jolted by The epidemic .
"U.S. Fed policymakers also acknowledged new risks caused by the epidemic , but were cautiously optimistic about their ability to hold interest rates steady this year , minutes of the central bank ’s last policy meeting showed on Wednesday .","U.S. Fed policymakers also acknowledged new risks caused by The epidemic , but were cautiously optimistic about U.S. Fed policymakers ability to hold interest rates steady this year , minutes of the central bank ’s last policy meeting showed on Wednesday ."
"“ As long as the coronavirus problem is in the headlines , gold prices will be very well supported at current levels .","“ As long as the coronavirus problem is in the headlines , gold prices will be very well supported at current levels ."
"If the situation deteriorates prices can even go higher , ” said SP Angel analyst Sergey Raevskiy .","If the situation deteriorates prices can even go higher , ” said SP Angel analyst Sergey Raevskiy ."
"Data showed holdings of the world ’s largest gold - backed exchange - traded fund , SPDR Gold Trust , rose 0.2 % to 931.60 tonnes on Wednesday , their highest since November 2016 .","Data showed holdings of the world ’s largest gold - backed exchange - traded fund , SPDR Gold Trust , rose 0.2 % to 931.60 tonnes on Wednesday , holdings of the world ’s largest gold - backed exchange - traded fund , SPDR Gold Trust , highest since November 2016 ."
"“ Gold is being driven chiefly by robust investment demand : gold ETFs registered inflows for the 21st day of trading in a row yesterday , and speculative financial investors are likely to have further expanded their net long positions as well , ” Commerzbank analysts said in a note .","“ Gold is being driven chiefly by robust investment demand : gold ETFs registered inflows for the 21st day of trading in a row yesterday , and speculative financial investors are likely to have further expanded speculative financial investors net long positions as well , ” Commerzbank analysts said in a note ."
"Elsewhere , palladium fell 1 % to $ 2,686.21 an ounce , having touched a record high of $ 2,841.54 in the previous session on supply deficit concerns .","Elsewhere , palladium fell 1 % to $ 2,686.21 an ounce , having touched a record high of $ 2,841.54 in the previous session on supply deficit concerns ."
"Silver fell 0.5 % to $ 18.30 , while platinum slipped 2.3 % to $ 982.49 .","Silver fell 0.5 % to $ 18.30 , while platinum slipped 2.3 % to $ 982.49 ."
( Reporting by Diptendu Lahiri and Sumita Layek in Bengaluru ),( Reporting by Diptendu Lahiri and Sumita Layek in Bengaluru )
