raw,replaced
Exclusive: Top U.S. banks may shun small-business rescue plan on liability worries - sources .,Exclusive: Top U.S. banks may shun small-business rescue plan on liability worries - sources .
2020-04-02 03:15:41 +00:00 .,2020-04-02 03:15:41 +00:00 .
WASHINGTON ( Reuters ) -,WASHINGTON ( Reuters ) -
"Top U.S. banks have threatened to give the federal government ’s small - business rescue program a miss on concerns about taking on too much financial and legal risk , five people with direct knowledge of industry discussions told Reuters .","Top U.S. banks have threatened to give the loans program a miss on concerns about taking on too much financial and legal risk , five people with direct knowledge of industry discussions told Reuters ."
FILE PHOTO :,FILE PHOTO :
"U.S. Secretary of the Treasury Steven Mnuchin walks to the meeting with Senate Minority Leader Chuck Schumer ( D - NY ) ( not pictured ) during negotiations on a coronavirus disease ( COVID-19 ) relief package on Capitol in Washington , U.S. , March 23 , 2020 .","Treasury Steven Mnuchin walks to the meeting with Senate Minority Leader Chuck Schumer ( D - NY ) ( not pictured ) during negotiations on a coronavirus disease ( COVID-19 ) relief package on Capitol in Washington , U.S. , March 23 , 2020 ."
REUTERS /,REUTERS /
Joshua Roberts / File Photo,Joshua Roberts / File Photo
"Seeking to help millions of small businesses whose operations have either shut down or have been dramatically curtailed by the coronavirus pandemic , Congress last week passed a $ 2 trillion stimulus package that includes $ 349 billion aimed at small firms .","Seeking to help millions of small businesses whose operations have either shut down or have been dramatically curtailed by the coronavirus pandemic , Congress last week passed the scheme ."
Borrowers can apply for the loans through participating banks starting from Friday and until June 30 .,Borrowers can apply for the loans through participating banks starting from Friday and until June 30 .
Trump administration officials have said they want the loans disbursed within days .,Trump administration officials have said Trump administration officials want the loans disbursed within days .
"But representatives of some big lenders , in an industry conference call on Wednesday , expressed serious reservations about participating in the scheme in its current form .","But representatives of some big lenders , in an industry conference call on Wednesday , expressed serious reservations about participating in the scheme in the scheme current form ."
"Their main concern is that the Treasury Department has said it expects lenders to verify borrower eligibility , and take steps to prevent fraud , money laundering and protect customer information under the Bank Secrecy Act , sources said .","representatives of some big lenders main concern is that Treasury has said Treasury expects lenders to verify borrower eligibility , and take steps to prevent fraud , money laundering and protect customer information under the Bank Secrecy Act , sources said ."
"Banks are worried they could face regulatory penalties or legal costs down the line if things go awry in the haste to get money out the door , or get blamed for not moving funds fast enough if they perform due diligence the way they would in ordinary times , the sources said .","Banks are worried Banks could face regulatory penalties or legal costs down the line if things go awry in the haste to get money out the door , or get blamed for not moving funds fast enough if Banks perform due diligence the way Banks would in ordinary times , the sources said ."
"After hearing the concerns , Treasury officials are considering withdrawing guidance that instructed lenders to verify borrowers had the specified number of employees on their books , and that their other costs are legitimate , according to two sources .","After hearing the concerns , Treasury officials are considering withdrawing guidance that instructed lenders to verify borrowers had the specified number of employees on borrowers books , and that borrowers other costs are legitimate , according to two sources ."
Reuters could not learn which specific banks are thinking about boycotting the program .,Reuters could not learn which specific banks are thinking about boycotting the loans program .
"The Bank Policy Institute ( BPI ) , which hosted the call on Wednesday , counts lenders including JPMorgan Chase","BPI  Wednesday , counts lenders including JPMorgan Chase"
Co,Co
"( JPM.N ) , Bank of America Corp ( BAC.N ) , Wells Fargo Co ( WFC.N ) and Citigroup Inc ( C.N ) as members .","( JPM.N ) , Bank of America Corp ( BAC.N ) , Wells Fargo Co ( WFC.N ) and Citigroup Inc ( C.N ) as members ."
A spokesman for BPI declined to comment .,A spokesman for BPI declined to comment .
"The U.S. Treasury Department and the Small Business Administration , which are jointly administering the loans program , did not immediately respond to requests for comment .","Treasury and the Small Business Administration , which are jointly administering the loans program , did not immediately respond to requests for comment ."
"Banks want a document customers can sign attesting to their eligibility and other requirements , thereby relieving the industry of responsibility for potential misconduct .","Banks want a document customers can sign attesting to customers eligibility and other requirements , thereby relieving the industry of responsibility for potential misconduct ."
One source said banks are also seeking a written assurance from the government regarding their legal liabilities and obligations before they agree to participate in the program .,One source said banks are also seeking a written assurance from the government regarding banks legal liabilities and obligations before banks agree to participate in the loans program .
Writing by Michelle Price ;,Writing by Michelle Price ;
Editing by Lauren LaCapra and Muralikumar Anantharaman,Editing by Lauren LaCapra and Muralikumar Anantharaman
