raw,replaced
French economy to contract 8% this year as lockdown extended: minister .,French economy to contract 8% this year as lockdown extended: minister .
2020-04-14 09:37:24 +00:00 .,2020-04-14 09:37:24 +00:00 .
PARIS ( Reuters ) -,PARIS ( Reuters ) -
"The French government on Tuesday scrapped its days - old economic outlook after President Emmanuel Macron extended a national lockdown , shutting down swathes of the euro zone ’s second - biggest economy .","The government on Tuesday scrapped The government days - old economic outlook after Macron  The extension  The lockdown , shutting down swathes of the euro zone ’s second - biggest economy ."
FILE PHOTO :,FILE PHOTO :
"French Economy Minister Bruno Le Maire attends a press conference after the weekly cabinet meeting , as the spread of the coronavirus disease ( COVID-19 ) continues , in Paris , France March 25 , 2020 .","Le Maire attends a press conference after the weekly cabinet meeting , as the spread of the coronavirus disease ( COVID-19 ) continues , in Paris , France March 25 , 2020 ."
Francois Mori / Pool via REUTERS /,Francois Mori / Pool via REUTERS /
File,File
Photo,Photo
"After Macron extended the lockdown until at least May 11 , Finance Minister Bruno Le Maire said the economy was now expected to contract 8 % this year instead of the 6 % flagged as recently as Thursday .","After Macron extended The lockdown until at least May 11 , Le Maire said French economy was now expected to contract 8 % this year instead of the 6 % flagged as recently as Thursday ."
"Since March 17 , France ’s 67 million people have been ordered to stay at home except to buy food , go to work , seek medical care or get some exercise on their own .","Since March 17 , France  France ’s 67 million people have been ordered to stay at home except to buy food , go to work , seek medical care or get some exercise on France ’s 67 million people own ."
The lockdown was originally scheduled to end on Tuesday .,The lockdown was originally scheduled to end on Tuesday .
"The extension would put additional strain on public finances , blowing the public sector budget deficit out to a post - war record of 9 % of GDP , up from 7.6 % last week , budget minister Gerald Darmanin told France Info .","The extension would put additional strain on public finances , blowing the public sector budget deficit out to a post - war record of 9 % of GDP , up from 7.6 % last week , budget minister Gerald Darmanin told France Info ."
The government last week more than doubled a package of measures to pull the economy back from the precipice to at least 100 billion euros ( $ 109.32 billion ) - over 4 % of economic output .,The government  last week more than doubled The package  French economy back from the precipice to at least 100 billion euros ( $ 109.32 billion ) - over 4 % of economic output .
"“ If we need to do more , then we will do more .","“ If The government need to do more , then The government will do more ."
"We will be there , ” Le Maire told BFM TV .","The government will be there , ” Le Maire told BFM TV ."
"The package allows companies to defer billions of euros of tax and payroll charges to cope with the collapse in business and creates a 7 billion euro solidarity fund for the most fragile small companies , which has already been tapped by 900,000 firms ,","The package allows companies to defer billions of euros of tax and payroll charges to cope with the collapse in business and creates that programme ,"
"With eight million workers on state - subsidised furloughs , the government has increased to budget for that programme to 24 billion euros from 20 billion euros before the extension , Le Maire said .","With eight million workers on state - subsidised furloughs , The government has increased to budget for that programme to 24 billion euros from 20 billion euros before The extension , Le Maire said ."
The government has also pledged to guarantee up to 300 billion euros of business loans from commercial loans to help see companies through the crisis .,The government has also pledged to guarantee up to 300 billion euros of business loans from commercial loans to help see companies through the crisis .
"Some 150,000 companies have received guarantees worth 22 billion euros and another 40 billion in requests were being treated , the head of the Bpifrance public investment bank , Nicolas Dufourcq , said .","Some 150,000 companies have received guarantees worth 22 billion euros and another 40 billion in requests were being treated , the head of the Bpifrance public investment bank , Nicolas Dufourcq , said ."
"After coming under pressure from the government , French insurers were doubling their contribution to its solidarity fund for small businesses to 400 million euros , Le Maire said .","After coming under pressure from The government , French insurers were doubling French insurers contribution to French insurers solidarity fund for small businesses to 400 million euros , Le Maire said ."
They were offering 500 million euros in client discounts and would set up an investment fund with 1.5 billion euros for small firms .,French insurers were offering 500 million euros in client discounts and would set up an investment fund with 1.5 billion euros for small firms .
"While banks and insurers had got the message they needed to step up their support of the economy , Le Maire said he would put pressure on big commercial property owners to do more .","While banks and insurers had got the message banks and insurers needed to step up banks and insurers support of French economy , Le Maire said Le Maire would put pressure on big commercial property owners to do more ."
"“ Big property owners can and should do more to help those that ca n’t pay their rents , ” Le Maire said .","“ Big property owners can and should do more to help those that ca n’t pay Big property owners rents , ” Le Maire said ."
Reporting by Leigh Thomas ;,Reporting by Leigh Thomas ;
Editing by Angus MacSwan,Editing by Angus MacSwan
