raw,replaced
Britain orders ventilators from vacuum-maker Dyson as F1 teams stand ready .,Britain orders ventilators from Dyson as F1 teams stand ready .
2020-03-26 14:24:03 +00:00 .,2020-03-26 14:24:03 +00:00 .
"LONDON ( Reuters ) - Britain has placed an emergency order of 10,000 ventilators designed at breakneck speed by bagless vacuum cleaner company Dyson , the first fruits of an industry - wide call to arms to prepare for the looming peak of the coronavirus outbreak .","LONDON ( Reuters ) - Britain has placed an emergency order of 10,000 ventilators designed at breakneck speed by bagless vacuum cleaner company Dyson  Dyson , the first fruits of an industry - wide call to arms to prepare for the looming peak of the coronavirus outbreak ."
"Banners showing support for NHS staff are displayed at Stepping Hill Hospital , as the spread of the coronavirus disease ( COVID-19 ) continues , in Manchester , Britain , March 23 , 2020 .","Banners showing support for NHS staff are displayed at Stepping Hill Hospital , as the spread of the coronavirus disease ( COVID-19 ) continues , in Manchester , Britain , March 23 , 2020 ."
REUTERS /,REUTERS /
Molly Darlington,Molly Darlington
"In another industry effort , a consortium of companies in the aerospace and engineering sectors are working with seven Formula One racing teams to ramp up production of existing ventilator models , with a manufacturing launch date penned in for March 30 .","In another industry effort , The aerospace and engineering consortium are working with seven Formula One racing teams to ramp up production of existing ventilator models , with a manufacturing launch date penned in for March 30 ."
"Ahead of an expected surge of cases that could overwhelm Britain ’s publicly funded health service , Prime Minister Boris Johnson made an urgent appeal to manufacturers 10 days ago to build ventilators to help keep patients alive .","Ahead of an expected surge of cases that could overwhelm Britain ’s publicly funded health service , Prime Minister Boris Johnson made an urgent appeal to manufacturers 10 days ago to build ventilators to help keep patients alive ."
Production of Dyson ’s new CoVent ventilator could start early next month but the government made clear the order was dependent on it passing safety and regulatory tests .,"Production of Dyson ’s new CoVent ventilator could start early next month but The government made clear an emergency order of 10,000 ventilators designed at breakneck speed by bagless vacuum cleaner company Dyson was dependent on Dyson ’s new CoVent ventilator passing safety and regulatory tests ."
"“ The core challenge was how to design and deliver a new , sophisticated medical product in volume and in an extremely short space of time , ” billionaire founder James Dyson said on Wednesday evening in an email to staff seen by Reuters .","“ The core challenge was how to design and deliver a new , sophisticated medical product in volume and in an extremely short space of time , ” Dyson said on Wednesday evening in an email to staff seen by Reuters ."
“ The race is now on to get it into production . ”,"“ The race is now on to get a new , sophisticated medical product into production . ”"
"Dyson is able to draw on the company ’s expertise in air movement , motors , power systems , manufacturing and supply chains to design and build an entirely new ventilator .","Dyson is able to draw on the company ’s expertise in air movement , motors , power systems , manufacturing and supply chains to design and build an entirely new ventilator ."
"The company revolutionised the vacuum cleaner market with its bagless cyclonic device in the 1990s and has since gone on to build air purifiers , hand dryers and fans from its base in southwest England and manufacturing plants in Malaysia , Singapore and the Philippines .","Dyson revolutionised the vacuum cleaner market with Dyson bagless cyclonic device in the 1990s and has since gone on to build air purifiers , hand dryers and fans from Dyson base in southwest England and manufacturing plants in Malaysia , Singapore and the Philippines ."
TARGET :,TARGET :
"30,000","30,000"
"The aerospace and engineering consortium , meanwhile , includes such names as Rolls - Royce ( RR.L ) , BAE ( BAES.L ) , Airbus ( AIR.PA ) and Siemens UK which will help existing medical device makers such as Penlon and Smiths Group to ramp up production .","The aerospace and engineering consortium , meanwhile , includes such names as Rolls - Royce ( RR.L ) , BAE ( BAES.L ) , Airbus ( AIR.PA ) and Siemens UK which will help existing medical device makers such as Penlon and Smiths Group to ramp up production ."
It is waiting for the green light from government .,The aerospace and engineering consortium is waiting for the green light from government .
British engineer Babcock ( BAB.L ) has also joined forces with a leading medical equipment company and experts from London ’s Royal Brompton Hospital .,British engineer Babcock ( BAB.L ) has also joined forces with The companies .
"The companies have all sprung into action after the government said it needed another 30,000 ventilators to save the lives of patients who develop complications with COVID-19 .","The companies have all sprung into action after The government said The government needed another 30,000 ventilators to save the lives of patients who develop complications with COVID-19 ."
The government is also acquiring the life - saving devices from private hospitals and international producers .,The government is also acquiring the life - saving devices from private hospitals and international producers .
"Britain currently has about 8,000 ventilators with another 8,000 on order to come into the health system in about a week","Britain currently has about 8,000 ventilators with another 8,000 on order to come into the health system in about a week"
"By 0900 GMT on Wednesday some 9,529 people had tested positive for the virus in the United Kingdom while 463 patients had died .","By 0900 GMT on Wednesday some 9,529 people had tested positive for the virus in the United Kingdom while 463 patients had died ."
Britain has also bought 3.5 million antibody testing kits - largely used to determine if someone has already had the virus - and is currently making sure they work before distributing them .,Britain has also bought 3.5 million antibody testing kits - largely used to determine if someone has already had the virus - and is currently making sure someone work before distributing someone .
"Prototypes of an antibody test which could be a game - changer in the fight against the pandemic are being assessed and are ready to be optimised , the developer of the technology said on Thursday .","Prototypes of an antibody test which could be a game - changer in the fight against the pandemic are being assessed and are ready to be optimised , the developer of the technology said on Thursday ."
"Many staff within the National Health Service ( NHS ) have not been tested , a major concern for health workers and a cause of mounting criticism of the government ’s response .","Many staff within the National Health Service ( NHS ) have not been tested , a major concern for health workers and a cause of mounting criticism of the government ’s response ."
Additional reporting by Alistair Smout ;,Additional reporting by Alistair Smout ;
"Editing by Guy Faulconbridge , Stephen Addison and Pravin Char","Editing by Guy Faulconbridge , Stephen Addison and Pravin Char"
