raw,replaced
Kroger and Pepsi are giving workers on the front lines in the coronavirus pandemic 99-cent discounts on bottles of soda .,Kroger  Kroger and Pepsi  PepsiCo are giving workers on the front lines in the coronavirus pandemic 99-cent discounts on bottles of soda .
2020-04-16 23:12:13 +00:00 .,2020-04-16 23:12:13 +00:00 .
"Kroger employees can purchase 20 - ounce bottles of Pepsi soft drinks for $ 1 through May 12.""Pepsi has partnered with Kroger to offer this exclusive program to Kroger Associates , who continue to inspire us all during these extraordinary times , "" reads a flyer sent to stores .","Kroger employees can purchase 20 - ounce bottles of PepsiCo soft drinks for $ 1 through May 12.""Pepsi has partnered with Kroger to offer this exclusive program to the Kroger Associates , "" reads a flyer sent to stores ."
"During the coronavirus pandemic , many companies have started offering atypical perks , such as candy , pizza , and free lunch .","During the coronavirus pandemic , many companies have started offering these "" rewards "" ."
"However , these "" rewards "" have rubbed some workers the wrong way .","However , these "" rewards "" have rubbed some workers the wrong way ."
"After Business Insider reached out to Kroger for comment on this story , a representative said that the grocer would extend its hero bonus until May 2 .","After Business Insider reached out to Kroger for comment on this story , Kroger representative said that Kroger would extend Kroger  its hero bonus until May 2 ."
Visit Business Insider 's homepage for more stories .,Visit Business Insider homepage for more stories .
Kroger and Pepsi are partnering to give the grocer 's employees an extra perk during the coronavirus pandemic : discounts on soft drinks .,Kroger  Kroger and Pepsi  PepsiCo are partnering to give Kroger employees an extra perk during the coronavirus pandemic : discounts on soft drinks .
""" Pepsi wants to support the hard work of the Kroger Associates by offering all Pepsi 20 oz Soft Drink products for only $ 1 each , "" reads a flyer sent to Kroger stores .",""" PepsiCo wants to support the hard work of the Kroger Associates by offering all PepsiCo 20 oz Soft Drink products for only $ 1 each , "" reads a flyer sent to Kroger stores ."
""" Pepsi has partnered with Kroger to offer this exclusive program to Kroger Associates , who continue to inspire us all during these extraordinary times .",""" PepsiCo has partnered with Kroger to the offer  this exclusive program to the Kroger Associates ."
"""A regular 20 - ounce bottle of Pepsi costs $ 1.99 at Richmond - area Kroger stores , meaning the promotion offers a discount of about half off .","""A regular 20 - ounce bottle of PepsiCo costs $ 1.99 at Richmond - area Kroger stores , meaning the offer offers The discount ."
"The discount applies to soft drinks purchased between April 17 and May 12 , with a limit of two bottles per transaction .","The discount applies to soft drinks purchased between April 17 and May 12 , with a limit of two bottles per transaction ."
A Kroger spokeswoman said the company offers its employees freebies and discounts regularly .,A Kroger spokeswoman said Kroger offers Kroger employees freebies and discounts regularly .
PepsiCo did not respond to Business Insider 's request for comment .,PepsiCo did not respond to Business Insider request for comment .
Loading Something is loading .,Loading Something is loading .
An employee of a Kroger - owned store in Kansas told Busines Insider that he was grateful for the offer .,I told Business Insider that I was grateful for the offer .
"""Honestly , I do appreciate the gesture ! ""","""Honestly , I do appreciate the offer ! """
he said .,I said .
""" It 's a little silly I suppose , but it 's generally a harmless sign of support .",""" the offer 's a little silly I suppose , but the offer 's generally a harmless sign of support ."
"""The employee said he hoped Kroger would also extend its "" hero "" bonus , a $ 2 hourly wage increase applied to hours worked between March 29 and April 18.After Business Insider reached out for comment on the soft drinks deal , Kroger representative shared on Thursday evening that the grocery chain had decided to extend its hero bonus until May 2 .","I said I hoped Kroger would also extend Kroger "" hero "" bonus , a $ 2 hourly wage increase applied to hours worked between March 29 and April 18.After Business Insider reached out for comment on the soft drinks deal , Kroger  Kroger representative shared on Thursday evening that Kroger had decided to extend Kroger  its hero bonus until May 2 ."
"Kroger has also has given hourly employees a $ 25 grocery credit and bonuses of between $ 150 and $ 300.During the coronavirus pandemic , many companies have started rolling out atypical perks .","Kroger has also has given hourly employees a $ 25 grocery credit and bonuses of between $ 150 and $ 300.During the coronavirus pandemic , many companies have started rolling out atypical perks ."
"While some employees have appreciated the gestures , others told Business Insider that they felt certain rewards were more insulting than helpful .","While some employees have appreciated the gestures , others told Business Insider that others felt certain rewards were more insulting than helpful ."
"A Staples manager called the $ 50 stores received to provide workers with lunch a "" slap in the face , "" especially as the retailer has not offered extra paid sick leave during the pandemic .","A Staples manager called the $ 50 stores received to provide workers with lunch a "" slap in the face , "" especially as Kroger has not offered extra paid sick leave during the coronavirus pandemic ."
"Nelson Santiago said he quit his job at Wendy 's after feeling "" disrespected and humiliated "" when he received a bag of candy from the store 's franchisee , who failed to provide hazard pay to workers .","Santiago said Santiago quit Santiago job at Wendy 's after feeling "" disrespected and humiliated "" when Santiago received a bag of candy from Wendy 's  the store 's franchisee , who failed to provide hazard pay to workers ."
"""",""""
"For them to say a simple thank you while they sit in the comfort of their homes with their families protected and reaping the benefits of these chains still being open — it is insulting , "" Santiago said .","For the store 's franchisee , who failed to provide hazard pay to workers to say a simple thank you while the store 's franchisee , who failed to provide hazard pay to workers sit in the comfort of the store 's franchisee , who failed to provide hazard pay to workers homes with the store 's franchisee , who failed to provide hazard pay to workers families protected and reaping the benefits of these chains still being open — it is insulting , "" Santiago said ."
