raw,replaced
GOP senator calls on Trump to reopen parts of the coronavirus-stricken economy because 'death is an unavoidable part of life' .,GOP senator calls on Trump to reopen parts of the American economy  the American economy because 'death is an unavoidable part of life' .
2020-03-31 16:57:44 +00:00 .,2020-03-31 16:57:44 +00:00 .
"Sen. Ron Johnson called on President Donald Trump to reopen segments of the US economy , saying in a USA Today op - ed article that "" death is an unavoidable part of life .","Johnson called on Trump to reopen segments of the American economy , saying in a USA Today op - ed article that "" death is an unavoidable part of life ."
"""The Wisconsin senator mentioned last year 's "" exceptionally bad "" flu season and said Americans should n't overreact .","""The Wisconsin senator mentioned last year 's  last year 's "" exceptionally bad "" flu season and said Americans should n't overreact ."
Trump on Sunday extended the social - distancing guidelines that have shut down sectors of the American economy until April 30.Visit Business Insider 's homepage for more stories .,Trump on Sunday extended the social - distancing guidelines that have shut down sectors of the American economy  the American economy until April 30.Visit Business Insider 's homepage for more stories .
"Republican Sen. Ron Johnson of Wisconsin in a USA Today op - ed article published Sunday called for reopening parts of the American economy to avoid throwing it into a recession or depression , saying that "" death is an unavoidable part of life .","Johnson  Wisconsin in a USA Today op - ed article published Sunday called for reopening parts of the American economy  the American economy to avoid throwing parts of the American economy into a recession or depression , saying that "" death is an unavoidable part of life ."
"""Though","""Though"
"Johnson did n't advocate fully starting up the economy , he said the crisis should be put into perspective .","Johnson did n't advocate fully starting up the American economy , Johnson said the crisis should be put into perspective ."
"""What more people are saying is that as we learn more about COVID-19 , we should evaluate the total societal cost of this awful disease and try to put things into perspective , "" Johnson said .","""What more people are saying is that as we learn more about COVID-19 , we should evaluate the total societal cost of the virus ' and try to put things into perspective , "" Johnson said ."
"The Wisconsin senator drew a parallel between the tens of thousands of Americans who die by suicide and from drug overdoses each year , adding that "" that level of individual despair has occurred in a strong economy .","Johnson  Wisconsin senator drew a parallel between the tens of thousands of Americans who die by suicide and from drug overdoses each year , adding that "" that level of individual despair has occurred in a strong economy ."
"""Johnson , who sits on the Commerce and Homeland Security committees , also made a comparison to last year 's "" exceptionally bad "" flu season and said Americans should n't overreact .","""Johnson , who sits on the Commerce and Homeland Security committees , also made a comparison to last year 's  last year 's "" exceptionally bad "" flu season and said Americans should n't overreact ."
""" Every premature death is a tragedy , but death is an unavoidable part of life , "" he said .",""" Every premature death is a tragedy , but death is an unavoidable part of life , "" ""Johnson , who sits on the Commerce and Homeland Security committees said ."
Read more : RBC says coronavirus - battered stocks could plunge another 28 % .,Read more : RBC says coronavirus - battered stocks could plunge another 28 % .
Here are the areas of the market they say will thrive when the dust clears .,Here are the areas of the market RBC say will thrive when the dust clears .
Johnson outlined an idea to flip the federal guidelines for businesses on their head .,Johnson outlined an idea to flip the federal guidelines for businesses on businesses head .
"""Rather than announcing general shutdowns and drawing up lists of ' essential ' business that can remain open , let 's draw up lists of ' nonessential ' businesses that pose a risk for coronavirus spread , "" he said .","""Rather than announcing general shutdowns and drawing up lists of ' essential ' business that can remain open , let 's draw up lists of ' nonessential ' businesses that pose a risk for coronavirus spread , "" Johnson said ."
"The spread of the virus has shut down swaths of the American economy and put it on course for a recession , experts have said .","The spread of the virus  the virus ' has That down swaths of the American economy and put the virus ' on course for a recession , experts have said ."
That led President Donald Trump to on Friday sign a $ 2 trillion economic stimulus package to extend emergency federal aid to people and businesses alike .,That led Trump to on Friday sign a $ 2 trillion economic stimulus package to extend emergency federal aid to people and businesses alike .
"Last week , Trump said he wanted to reopen the economy by Easter , on April 12 .","Last week , Trump said Trump wanted to reopen the American economy by Easter , on April 12 ."
"It would have been roughly three weeks after the administration put in place federal guidelines urging Americans to avoid traveling , eating out at restaurants , and gathering with more than 10 people .","It would have been roughly three weeks after the administration put in place federal guidelines urging Americans to avoid traveling , eating out at restaurants , and gathering with more than 10 people ."
"But as of Monday , the US had recorded over 143,000 coronavirus cases , the most in the world .","But as of Monday , the US had recorded over 143,000 coronavirus cases , the most in the world ."
"Infectious - disease experts like Dr. Anthony Fauci have said that over 100,000 Americans could die , even with aggressive action to slow the virus ' spread .","Infectious - disease experts like Dr. Anthony Fauci have said that over 100,000 Americans could die , even with aggressive action to slow the virus '  The spread of the virus ."
"On Sunday evening , Trump extended the social - distancing guidelines until April 30.""Nothing would be worse than declaring victory before the victory is won , "" he said at a White House press conference , adding , "" The better you do , the faster this whole nightmare will end .","On Sunday evening , Trump extended the social - distancing guidelines that have shut down sectors of the American economy until April 30.""Nothing would be worse than declaring victory before the victory is won , "" Trump said at a White House press conference , adding , "" The better you do , the faster this whole nightmare will end ."
"""Read more : 5 corporate - debt experts break down","""Read more : 5 corporate - debt experts break down"
how the coronavirus crisis is ravaging cash - strapped firms — and share what they 're buying to avoid risky ' zombie ' companies,how the coronavirus crisis is ravaging cash - strapped firms — and share what cash - strapped firms 're buying to avoid risky ' zombie ' companies
