raw,replaced
Customers can’t get their iPhones back if they left them at an Apple Store before they closed amid the coronavirus pandemic .,Customers can’t get Customers  them back if Customers left them at an Apple Store before Customers closed amid the pandemic .
2020-03-24 20:02:58 +00:00 .,2020-03-24 20:02:58 +00:00 .
"On March 14th , Apple officially closed every one of its stores outside of China over coronavirus concerns — but stayed open for two days after that just so customers could pick up iPhones or other devices that had been left for repairs .","On March 14th , Apple officially that every one of Apple  its stores outside of China  China over coronavirus concerns — but stayed open for two days after that just so customers could pick up iPhones or other devices that had been left for repairs ."
"Apple sent emails and tried to call customers who had devices being repaired at its stores , but some customers could n't be reached , or otherwise could n't make the two - day pick - up window to get their devices .","Apple sent emails and tried to call customers who had devices being repaired at Apple  The stores , but some customers could n't be reached , or otherwise could n't make the two - day pickup window to get some customers devices ."
"For customers who missed the two - day pickup window , their iPhones , computers , Apple Watches , and other products are essentially locked up until Apple re - opens its stores — and nobody knows when that might be .","For customers who missed the two - day pickup window , their iPhones , computers , Apple Watches , and other products  the two - day pickup window , customers who missed the two - day pickup window , their iPhones , computers , Apple Watches , and other products iPhones , computers , Apple Watches , and other products are essentially locked up until Apple re - that  Apple  The stores — and nobody knows when that might be ."
"The stores were initially meant to re - open on March 27 , but the new guideline is "" until further notice .","The stores were initially meant to re - open on March 17 , but the new guideline is "" until further notice ."
""" It could be days , weeks , or months .",""" It could be days , weeks , or months ."
"The latest rumor is that Apple is re - opening its stores in early April on a staggered basis , according to Bloomberg .","The latest rumor is that Apple is re - opening Apple  The stores in early April on a staggered basis , according to Bloomberg ."
Visit Business Insider 's homepage for more stories .,Visit Business Insider homepage for more stories .
"On March 14th , Apple officially closed every one of its stores outside of China over coronavirus concerns .","On March 14th , Apple officially closed every one of Apple  its stores outside of China  China over coronavirus concerns ."
"But they technically stayed open for two days after that , just so customers could pick up iPhones or other devices that had been left for repairs , an Apple spokesperson tells Business Insider .","But Apple technically that open for two days after that , just so customers could pick up iPhones or other devices that had been left for repairs , an Apple spokesperson  Apple spokesperson tells Business Insider ."
"The company tried to contact customers with devices being repaired at Apple Stores via phone and email , the spokesperson said , and many took the chance to pick up their devices .","Apple tried to contact customers with devices being repaired at Apple Stores via phone and email , an Apple spokesperson said , and many took the chance to pick up many devices ."
"Inevitably , either some customers missed Apple 's attempts , or the two - day pickup window was n't enough time for them to make the trip .","Inevitably , either some customers missed Apple attempts , or the two - day pickup window was n't enough time for some customers to make the trip ."
"Some customers did not pick up their devices within the two - day pickup period , and those devices are still in Apple Stores , the spokesperson said .","Some customers did not pick up Some customers  those devices within the two - day pickup period , and those devices are still in Apple Stores , an Apple spokesperson said ."
"For those customers , their iPhones , Macs , Apples Watches and other devices are essentially stuck in a closed Apple Store for an undisclosed amount of time .","For Some customers , Some customers iPhones , Macs , Apples Watches and other devices are essentially stuck in a closed Apple Store for an undisclosed amount of time ."
"Apple 's original timeline to re - open its stores was Friday , March 27 .","Apple original timeline to re - open Apple stores was Friday , March 17 ."
"That 's now changed to "" until further notice "" as of March 17 .","That 's now changed to "" until further notice "" as of March 17 ."
"The latest rumor surrounding Apple Stores is that Apple will start re - opening its stores in early April on a staggered basis , according to a March 24 Bloomberg report .","The latest rumor surrounding Apple Stores is that Apple will start re - opening Apple  The stores in early April on a staggered basis , according to a March 24 Bloomberg report ."
"Unfortunately for those who missed the pickup window , there 's no way for them to get their devices until Apple Stores re - open , the spokesperson said .","Unfortunately for those who missed the pickup window , there 's no way for those who missed the pickup window to get those who missed the pickup window devices until Apple Stores re - open , an Apple spokesperson said ."
"As for those who 's devices were sent out to Apple repair centers , the company is getting in touch with those customers to have their devices returned to them , rather than the normal route of having them shipped to an Apple Store for pickup .","As for those who 's devices were sent out to Apple repair centers  Apple repair centers , Apple is getting in touch with those who 's devices were sent out to Apple repair centers to have those who 's devices were sent out to Apple repair centers devices returned to those who 's devices were sent out to Apple repair centers , rather than the normal route of having those who 's devices were sent out to Apple repair centers shipped to an Apple Store for pickup ."
Do you have a device that 's stuck indefinitely at an Apple Store during the pandemic ?,Do you have a device that 's stuck indefinitely at an Apple Store during the pandemic ?
I 'd love to hear from you .,I 'd love to hear from you .
Get in touch at : avillasboas@businessinsider.com .,Get in touch at : avillasboas@businessinsider.com .
