raw,replaced
Tradeweb just hired a former Citadel exec to lead its strategy for selling data and launching tools based on its massive fixed-income marketplaces .,Tradeweb just hired a former Citadel exec to lead Tradeweb strategy for selling data and launching tools based on Tradeweb massive fixed-income marketplaces .
2020-05-18 18:10:38 +00:00 .,2020-05-18 18:10:38 +00:00 .
"Lee Olesky , Tradeweb CEO and cofounder Tradeweb Tradeweb has hired a former Citadel executive to lead its data strategy .","Lee Olesky , Tradeweb CEO and cofounder Tradeweb Tradeweb has hired a former Citadel executive  Citadel executive to lead Tradeweb data strategy ."
"Lisa Schirf , who previously served as the chief operating officer for the data strategies group and AI research at Citadel , was named global head of data strategy at the electronic marketplace operator .","a former Citadel executive  AI research at Citadel , was named global head of data strategy at Tradeweb ."
"Tradeweb , which operates trading venues in bonds , derivatives and exchange - traded funds , has been focusing more on its data strategy over the past 12 months .",Tradeweb has been focusing more on Tradeweb data strategy over the past 12 months .
Click here for more BI Prime stories .,Click here for more BI Prime stories .
Electronic marketplace operator Tradeweb just hired a former Citadel executive to get a better handle on how it plans to use and monetize its data .,Tradeweb just Schirf 's hire  Schirf  Citadel executive to get a better handle on how Tradeweb plans to use and monetize Tradeweb data .
"Lisa Schirf , who previously served as the chief operating officer for the data strategies group and AI research at Citadel , was named the global head of data strategy at Tradeweb .","Schirf  AI research at Citadel , was named the global head of data strategy at Tradeweb ."
"Schirf , who left Citadel in October 2018 after 20 months in the role , most recently served a non - compete and then spent time as an adviser , according to her LinkedIn .","Schirf  Citadel in October 2018 after 20 months in the role , most recently served a non - compete and then spent time as an adviser , according to Schirf LinkedIn ."
"Schirf 's responsibilities will be focused on developing a growth plan for the data that sits within Tradeweb , which operates trading venues in bonds , derivatives and exchange - traded funds .","Schirf responsibilities will be focused on developing a growth plan for the data that sits within Tradeweb , which operates trading venues in bonds , derivatives and exchange - traded funds ."
"She 'll report to Enrico Bruni , the head of Europe and Asia for Tradeweb .","Schirf 'll report to Enrico Bruni , the head of Europe and Asia for Tradeweb ."
A spokesperson for Tradeweb confirmed the hire .,A spokesperson for Tradeweb confirmed Schirf 's hire .
eFinancialCareers previously reported on the move .,eFinancialCareers previously reported on Schirf 's hire .
Schirf 's hire is further evidence of the resources Tradeweb — and the fixed - income market as a whole — are putting towards leveraging information .,Schirf  Schirf 's hire is further evidence of the resources Tradeweb — and the fixed - income market as a whole — are putting towards leveraging information .
"Long viewed as opaque , fixed - income markets have become increasingly transparent thanks to the rise of electronic trading and the trade data made available as a result .","Long viewed as opaque , fixed - income markets have become increasingly transparent thanks to the rise of electronic trading and the trade data made available as a result ."
"Tradeweb , specifically , has shown a desire to focus on the data it is able to collect via its platform .","Tradeweb , specifically , has shown a desire to focus on the data Tradeweb is able to collect via Tradeweb platform ."
"In May 2019 , Caius Howcroft , Citadel 's former head of platform technology , was named head of data and platform architecture , a newly - created role .","In May 2019 , Caius Howcroft , Citadel former head of platform technology , was named head of data and platform architecture , a newly - created role ."
"More recently , Drew Carey , previously the head of market data sales at Cboe Global Markets , joined Tradeweb in April as the global head of market data sales .","More recently , Carey joined Tradeweb in April as the global head of market data sales ."
Carey will serve on Schirf 's team .,Carey will serve on Schirf team .
Schirf is no stranger to helping trading venues get the most out of their data .,Schirf is no stranger to helping trading venues get the most out of trading venues data .
She previously served as the head of business development for the global information services division at Nasdaq .,Carey previously served as the head of business development for the global information services division at Nasdaq .
"Lee Olesky , CEO and cofounder of Tradeweb , has previously spoken to Business Insider about how important he views data as a part of the future of business .","Lee Olesky , CEO and cofounder of Tradeweb ,  Olesky  Tradeweb , has previously spoken to Business Insider about how important Lee Olesky , CEO and cofounder of Tradeweb , views data as a part of the future of business ."
""" There 's a lot of room for each of the markets we 're in to become more and more digital , "" Olesky told Business Insider in February .",""" There 's a lot of room for each of the markets we 're in to become more and more digital , "" Olesky told Business Insider in February ."
""" You generate all this data and now I can use machine learning and algorithms to figure out how to find whatever it is I want to do at the best price with more and more sophisticated tools . """,""" You generate all this data and now Olesky can use machine learning and algorithms to figure out how to find whatever it is Olesky want to do at the best price with more and more sophisticated tools . """
Olesky doubled down on that sentiment when speaking to Business Insider as part of its analysis of the long - term impact the coronavirus would have on Wall Street and the world .,Olesky doubled down on that sentiment when speaking to Business Insider as part of Business Insider analysis of the long - term impact the coronavirus would have on Wall Street and the world .
Tradeweb was among a handful of electronic trading venues that played a key role in helping to keep the bond markets running as extreme volatility plagued the markets in March .,Tradeweb was among a handful of electronic trading venues that played a key role in helping to keep the markets running as extreme volatility plagued the markets in March .
""" Companies like Tradeweb have played a critical role in keeping markets moving , and when this is over I believe our customers will continue to look to us for help in understanding where the market is , what the price should be , and who is the best counterparty for a trade , "" Olesky said .",""" Companies like Tradeweb have this a critical role in keeping markets moving , and when this is over Olesky believe Tradeweb customers will continue to look to Tradeweb for help in understanding where the market is , what the price should be , and who is the best counterparty for a trade , "" Olesky said ."
