raw,replaced
"Coronavirus: Universal Orlando, Universal Studios Hollywood to stay closed through May 31 .",Universal Orlando to stay closed through May 31 .
2020-04-10 07:27:08 +00:00 .,2020-04-10 07:27:08 +00:00 .
"Universal Orlando and Universal Studios Hollywood will not be welcoming any guests until at least June , as the coronavirus pandemic continues to play out across the country .","Universal Orlando  Universal Orlando and Universal Studios Hollywood  Universal will not be welcoming any guests until at least June , as the coronavirus pandemic continues to play out across the country ."
""" We are extending the closure of Universal Orlando Resort and Universal Studios Hollywood through at least May 31 , "" the company said in a statement Thursday .",""" Universal Orlando and Universal Studios Hollywood are extending the closure of Universal Orlando Resort and Universal Studios Hollywood  Universal Orlando and Universal through May 31  May 31 , "" Universal Orlando and Universal Studios Hollywood said in a statement Thursday ."
"""",""""
This includes our theme parks and Universal CityWalk at both destinations .,This includes Universal Orlando and Universal Studios Hollywood  The parks and Universal CityWalk at both destinations .
"The Universal Orlando Resort hotels have also temporarily suspended operations through this time period . ""","The Universal Orlando hotels have also temporarily suspended operations through this time period . """
Guests who 've already purchased tickets to visit the Florida or California parks during the closure will be able to use them through Dec. 18 .,Guests who 've already purchased tickets to visit the Florida or California parks during the closure  The parks  California parks during the closure of Universal Orlando Resort and Universal Studios Hollywood will be able to use Guests who 've already purchased tickets to visit the Florida or California parks during the closure through Dec. 18 .
( Customers should bring the old tickets to the front gate turnstile when they visit . ),( Customers should bring the old tickets to the front gate turnstile when Customers visit . )
""" If you can not visit during this time , you can apply the value of a wholly unused ticket toward a new purchase , "" Universal said in its FAQ .",""" If you can not visit during this time , you can apply the value of a wholly unused ticket toward a new purchase , "" Universal said in Universal FAQ ."
Guests who purchased tickets for dates after the park has reopened can still use them or put the money towards a new purchase .,Guests who purchased tickets for dates after the park has reopened  the park has reopened can still use Guests who purchased tickets for dates after the park has reopened or put the money towards a new purchase .
"Universal 's theme parks will be closed through May , the company said Thursday .","Universal  The parks will be closed through May , Universal said Thursday ."
More,More
Annual and season passholders who have paid in full will have their passes extended by the number of days the theme park is closed .,Annual and season passholders who have paid in full will have Annual and season passholders who have paid in full passes extended by the number of days the park is closed .
"Meanwhile , the monthly FlexPlay plans have paused billing .","Meanwhile , the monthly FlexPlay plans have paused billing ."
The parks initially closed in mid - March for two weeks .,The parks initially closed in mid - March for two weeks .
Thursday 's announcement marked the second time Universal has they 've extended their coronavirus closures .,Thursday announcement marked the second time Universal has Universal 've extended Universal coronavirus closures .
""" We know Coronavirus ( COVID-19 ) has impacted many parts of your life – including your travel and vacation plans and we will be eager to welcome you back to our theme parks and destinations when the time comes , "" Universal said on its website .",""" Universal know Coronavirus ( COVID-19 ) has impacted many parts of your life – including your travel and vacation plans and Universal will be eager to welcome you back to Universal theme parks and destinations when the time comes , "" Universal said on Universal website ."
"""",""""
"For now , we must make the health and safety of our guests and team members our top priority and we will continue to take guidance from health agencies and government officials . ""","For now , Universal must make the health and safety of Universal guests and team members Universal top priority and Universal will continue to take guidance from health agencies and government officials . """
Disney announced in late March that its Orlando and California parks will remain closed until further notice .,Universal announced in late March that Universal  The parks  California parks will remain closed until further notice .
This article originally appeared on USA TODAY :,This article originally appeared on USA TODAY :
Coronavirus : Universal theme parks to stay closed through May 31,Coronavirus : Universal theme parks to stay closed through May 31
