raw,replaced
"Bolsonaro Found Virus-Free After Aide’s Result, Trump Dinner .","Bolsonaro Found Virus-Free After Aide’s Result, Trump Dinner ."
2020-03-14 20:08:18 +00:00 .,2020-03-14 20:08:18 +00:00 .
"( Bloomberg ) -- Brazilian President Jair Bolsonaro tested negative for coronavirus , giving his inner circle and allies some relief after a close aide was diagnosed with the illness .","( Bloomberg ) -- The Brazilian leader tested negative for Coronavirus , giving The Brazilian leader inner circle and allies some relief after a close aide was diagnosed with Coronavirus ."
"He announced the results of his test on social media , along with a picture of himself making a rude gesture used by many to tell off their critics .","The Brazilian leader announced the results of The Brazilian leader test on social media , along with a picture of The Brazilian leader making a rude gesture used by many to tell off many critics ."
The Brazilian leader had been under medical observation since his Communications Secretary Fabio Wajngarten tested positive for the virus on Thursday .,The Brazilian leader had been under medical observation since The Brazilian leader Communications Secretary Fabio Wajngarten tested positive for Coronavirus on Thursday .
Both officials were part of a delegation that met with U.S. President Donald Trump and Vice President Mike Pence last weekend in Mar - a - Lago .,Both officials were part of Trump ’s delegation  Trump and Vice President Mike Pence last weekend in Mar - a - Lago .
"Other members of Trump ’s delegation tested negative for Covid-19 , including Defense Minister Fernando Azevedo and Institutional Security Minister Augusto Heleno .","Other members of Trump  Trump ’s delegation tested negative for Bolsonaro , including Defense Minister Fernando Azevedo and Institutional Security Minister Augusto Heleno ."
First Lady Michele Bolsonaro is also virus free .,First Lady Michele Bolsonaro is also virus free .
Results for Foreign Affairs Minister Ernesto Araujo will be known on Saturday .,Results for Foreign Affairs Minister Ernesto Araujo will be known on Saturday .
Coronavirus has spread rapidly throughout Latin America since the region ’s first case was confirmed in Brazil on Feb. 26 .,Coronavirus has spread rapidly throughout Latin America since the region ’s first case was confirmed in Brazil on Feb. 26 .
"Argentina has temporarily banned all international flights from virus hotspots around the world , while Peru has delayed the start of its school year and Colombia ordered travelers from China , Italy , Spain and France to self - quarantine .","Argentina has temporarily banned all international flights from virus hotspots around the world , while Peru has delayed the start of Peru school year and Colombia ordered travelers from China , Italy , Spain and France to self - quarantine ."
Bolsonaro had minimized the coronavirus outbreak as recently as Tuesday while speaking at an event in front of roughly 300 American and Brazilian entrepreneurs in Miami .,Bolsonaro had minimized the coronavirus outbreak as recently as Tuesday while speaking at an event in front of roughly 300 American and Brazilian entrepreneurs in Miami .
"“ We have a small crisis at the moment , ” he said at the time .","“ We have a small crisis at the moment , ” Bolsonaro said at the time ."
"“ Coronavirus is a fantasy , it is n’t all that the media says it is . ”","Coronavirus is a fantasy , Coronavirus is n’t all that the media says Coronavirus is . ”"
Read more :,Read more :
Face - Masked Bolsonaro Suggests Calling Off Protests Due to Virus,Bolsonaro Suggests Calling Off Protests Due to Virus
"Since then , in light of the growing virus risk , Brazil ’s Congress suspended some visits to its building .","Since then , in light of the growing virus risk , Brazil  Brazil ’s Congress suspended some visits to Brazil ’s Congress building ."
"Government officials in Brazil ’s capital city , Brasilia , temporarily closed all schools and suspended all major events , including concerts and soccer games .","Government officials in Brazil ’s capital city , Brasilia , temporarily closed all schools and suspended all major events , including concerts and soccer games ."
"In a live broadcast on social media late Thursday , Bolsonaro cited coronavirus risks and suggested calling off or delaying this Sunday ’s anti - Congress protests that he had previously backed .","In a live broadcast on social media late Thursday , Bolsonaro cited coronavirus risks and suggested calling off or delaying this Sunday ’s anti - Congress protests that Bolsonaro had previously backed ."
"Wearing a face mask , he said the priority is avoiding an explosion in confirmed cases .","Wearing a face mask , Bolsonaro said the priority is avoiding an explosion in confirmed cases ."
( Adds other members of Bolsonaro group to Mar - a - Lago testing negative in fourth paragraph . ),( Adds other members of Bolsonaro group to Mar - a - Lago testing negative in fourth paragraph . )
To contact the reporter on this story : Simone Iglesias in Brasília at spiglesias@bloomberg.net,To contact the reporter on this story : Simone Iglesias in Brasília at spiglesias@bloomberg.net
"To contact the editors responsible for this story : Walter Brandimarte at wbrandimarte@bloomberg.net , ; Juan Pablo Spinetto at jspinetto@bloomberg.net , Matthew Malinowski","To contact the editors responsible for this story : Walter Brandimarte at wbrandimarte@bloomberg.net , ; Juan Pablo Spinetto at jspinetto@bloomberg.net , Matthew Malinowski"
"For more articles like this , please visit us at bloomberg.com Subscribe now to stay ahead with the most trusted business news source .","For more articles like this , please visit us at bloomberg.com Subscribe now to stay ahead with the most trusted business news source ."
© 2020 Bloomberg L.P.,© 2020 Bloomberg L.P.
