raw,replaced
Warren says her brother’s coronavirus death ‘feels like something that didn’t have to happen’ .,Warren says Warren brother’s coronavirus death ‘feels like something that didn’t have to happen’ .
2020-05-18 05:50:24 +00:00 .,2020-05-18 05:50:24 +00:00 .
"In the interview with the Atlantic ’s Edward - Isaac Dovere , Warren reflected on the final days of Herring , who had been hospitalized with pneumonia in February and was close to recovery until someone at his facility in Oklahoma tested positive for the virus .","In the interview with the Atlantic ’s Edward - Isaac Dovere , Warren reflected on the final days of Herring  pneumonia in February and was close to recovery until someone at Herring facility in Oklahoma tested positive for pneumonia ."
"“ [ T]hen he got sick , and then he died , by himself , ” she said of Herring , who died of covid-19 on April 21 at the age of 86 .","“ [ T]hen  Herring got sick , and then Herring died , by Herring , ” Warren said of Herring ."
“ That ’s the hard part — really hard part . ”,“ That ’s the hard part — really hard part . ”
"She added , “ It just feels like something that did n’t have to happen . ”","Warren added , “ It just feels like something that did n’t have to happen . ”"
"Warren grieving the loss of her brother from a distance has become both familiar and identifiable in a pandemic with nearly 1.5 million confirmed coronavirus cases in the United States and at least 88,000 deaths .","Warren grieving the loss of Warren  T]hen from a distance has become both familiar and identifiable in a pandemic with nearly 1.5 million confirmed coronavirus cases in the United States and at least 88,000 deaths  the United States and at least 88,000 deaths ."
"In recent weeks , Warren has joined President Trump , former vice president Joe Biden and Sen. Amy Klobuchar ( D - Minn. ) as top political figures with family members or friends who ’ve been directly affected by the pandemic .","In recent weeks , Warren has joined President Trump , former vice president Joe Biden and Sen. Amy Klobuchar ( D - Minn. ) as top political figures with family members or friends who I ’m been directly affected by a pandemic with nearly 1.5 million confirmed coronavirus cases in the United States and at least 88,000 deaths ."
"While it ’s unclear how Herring contracted the coronavirus , The Washington Post ’s Annie Linskey and Felicia Sonmez reported that he had been in a rehabilitation center where several other people had active cases of the virus .","While it ’s unclear how Herring contracted the coronavirus , The Washington Post ’s Annie Linskey and Felicia Sonmez reported that Herring had been in the rehab facility  a pandemic with nearly 1.5 million confirmed coronavirus cases in the United States and at least 88,000 deaths ."
"Warren , who would often tell anecdotes of Herring ’s military service during her presidential campaign , recounted how her brother was ready to leave the rehab facility when he was told he was not allowed to exit after learning someone had tested positive for the virus .","Warren  Warren  Herring ’s military service during Warren presidential campaign , recounted how Warren  I was ready to leave the rehab facility when I was told I was not allowed to exit after learning someone had tested positive for a pandemic with nearly 1.5 million confirmed coronavirus cases in the United States and at least 88,000 deaths ."
"“ I called him every day for 11 days , and every day he would say , ‘ I ’m just fine , ’ ” she said to the Atlantic .","“ Warren called I every day for 11 days , and every day I would say , ‘ I ’m just fine , ’ ” Warren said to the Atlantic ."
"“ In fact , he said , ‘ I think I probably had it before and I ’m just too tough and did n’t even notice . ’ ”","“ In fact , I said , ‘ I think I probably had a pandemic with nearly 1.5 million confirmed coronavirus cases in the United States and at least 88,000 deaths before and I  I ’m just too tough and did n’t even notice . ’ ”"
"But when his own coronavirus test came back positive , Warren said it felt like she could n’t breathe .","But when I own coronavirus test came back positive , Warren said it felt like Warren could n’t breathe ."
"“ And he said , ‘ Bets ’ — he ’d call me Bets or Betsy always — ‘ I feel fine .","“ And Warren said , ‘ Bets ’ — I ’d call Warren Bets or Betsy always — ‘ Warren feel fine ."
"I feel fine , ’ ” she said .","Warren feel fine , ’ ” Warren said ."
"She added , “ He ’d tell me , ‘ Oh , it ’s fine , ’ and laugh .","Warren added , “ I ’d tell Warren , ‘ Oh , it ’s fine , ’ and laugh ."
And he was irritated that he could n’t leave .,And I was irritated that I could n’t leave .
"And I had begun to think , This is okay .","And Warren had begun to think , This is okay ."
We ’re going to get him out of there . ”,I ’m going to get I out of there . ”
That ’s when his condition took a turn .,That ’s when I condition took a turn .
"After he did n’t answer his phone , Warren found out that Herring was in intensive care .","After I did n’t answer I  the phone , Warren found out that Herring was in intensive care ."
She said she spoke to him once again on the phone .,Warren said Warren spoke to Herring once again on the phone .
His speech was slurred and he was confined to a bed but remained optimistic .,Herring speech was slurred and Herring was confined to a bed but remained optimistic .
He passed away shortly thereafter .,Herring passed away shortly thereafter .
"Since her brother ’s death , Warren has underscored the urgency for the country to prepare for a second potential wave of the virus in the fall .","Since Warren  I ’s death , Warren has underscored the urgency for the United States to prepare for a second potential wave of a pandemic with nearly 1.5 million confirmed coronavirus cases in the United States and at least 88,000 deaths in the fall ."
"During last week ’s Senate hearing , Anthony S. Fauci , director of the National Institute of Allergy and Infectious Diseases , agreed with Warren ’s assessment , saying “ there would be problems ” in regard to another outbreak later this year if testing and contact tracing does n’t improve and if social distancing does n’t continue .","During last week ’s Senate hearing , Anthony S. Fauci , director of the National Institute of Allergy and Infectious Diseases , agreed with Warren ’s assessment , saying “ there would be problems ” in regard to another outbreak later this year if testing and contact tracing does n’t improve and if social distancing does n’t continue ."
"On Sunday , Warren acknowledged to the Atlantic that the feelings her and tens of thousands of American families who ’ve lost loved ones to the coronavirus share was “ something none of us were prepared for . ”","On Sunday , Warren acknowledged to the Atlantic that the feelings Warren and tens of thousands of American families who I ’m lost loved ones to the coronavirus share was “ something none of us were prepared for . ”"
"“ It ’s always hard to lose someone you love , ” she said .","“ It ’s always hard to lose someone you love , ” Warren said ."
“ But to lose someone when you have to wonder : What were their last days like ?,“ But to lose someone when you have to wonder : What were someone last days like ?
Were they afraid ?,Were someone afraid ?
Were they cold ?,Were someone cold ?
Were they lonely ?,Were someone lonely ?
That is a kind of grief that is new to all of us . ”,That is a kind of grief that is new to all of us . ”
