raw,replaced
Family of four found dead in West Sussex all had shotgun wounds .,Family of four found dead in West Sussex all had shotgun wounds .
2020-04-08 12:19:35 +00:00 .,2020-04-08 12:19:35 +00:00 .
"A family of four including two young children , who were found dead at their home in West Sussex , all suffered shotgun wounds , a coroner has heard .","A family of four including two young children , who were found dead at their home in West Sussex  A family of four including two young children , who were found dead at their home in West Sussex home in West Sussex , all suffered shotgun wounds , the coroner has heard ."
"The bodies of Robert Needham , Kelly Fitzgibbons and their children , Ava Needham , four , and Lexi Needham , two , were discovered on 29 March , along with that of their dog .","The bodies of Robert Needham , Kelly Fitzgibbons  Robert Needham , Kelly Fitzgibbons and their children , Ava Needham , four , and Lexi Needham , two  Robert , Kelly and Robert Needham , Kelly Fitzgibbons  the children , were discovered on 29 March , along with that of Robert Needham , Kelly Fitzgibbons and their children , Ava Needham , four , and Lexi Needham , two dog ."
"Police found what they believe is the murder weapon in the large detached house in the village of Woodmancote , near Chichester .","Police found what Police believe is the weapon in the large detached house in the village of Woodmancote , near Chichester ."
"The West Sussex force has not given details about what they believed happened but at the opening of the inquests on the four deaths , senior coroner Penelope Schofield said Robert Needham ’s inquest may be separated from the rest of the family .","The West Sussex force has not given details about what The West Sussex force believed happened but at the opening of the inquests on the four deaths , senior coroner Penelope Schofield said Robert  The inquest may be separated from the rest of the family ."
She added : “ We are keeping inquests together at the moment but there may need for this to be changed .,senior coroner Penelope Schofield added : “ We are keeping inquests together at the moment but there may need for this to be changed .
It depends on requests from the family as to whether they want the inquest of the perpetrator to be held separately . ”,this depends on requests from the family as to whether the family want The inquest to be held separately . ”
"Tributes were paid in court to legal secretary Fitzgibbons , 40 .",Tributes were paid in court to Kelly .
"Her sister , Emma Ambler , said : “ Kelly was a wonderful and special person .","senior coroner Penelope Schofield sister , Emma Ambler , said : “ Kelly was a wonderful and special person ."
"She was kind , caring , funny and always smiling with an amazing love for life .","Kelly was kind , caring , funny and always smiling with an amazing love for life ."
“ Kelly was a dedicated and loving mother and adored Rob and her two beautiful children .,“ Kelly was a dedicated and loving mother and adored Rob and her two beautiful children  Kelly  the children .
She had many friends and was devoted to her friends and family .,Kelly had many friends and was devoted to Kelly friends and family .
“ Kelly will be missed by so many people and has left a hole in our hearts that will never be filled . ”,“ Kelly will be missed by so many people and has left a hole in our hearts that will never be filled . ”
"Discussing the circumstances of her death , coroner ’s officer Melanie Doyle told the hearing : “ Kelly Fitzgibbons was found deceased inside her home address .","Discussing the circumstances of Kelly death , coroner ’s officer Melanie Doyle told the hearing : “ Kelly was found deceased inside Kelly home address ."
"“ She had injuries consistent with the use of a shotgun , which was also found within the house .","“ Kelly had injuries consistent with the use of a shotgun , which was also found within the large detached house in the village of Woodmancote , near Chichester ."
The bodies of her partner and their two children were also found at the house . ”,"The bodies of Kelly  Rob and her two beautiful children  the children were also found at the large detached house in the village of Woodmancote , near Chichester . ”"
The inquest heard that Fitzgibbons died from shotgun injuries to the head and neck .,The inquest heard that Kelly died from shotgun injuries to the head and neck .
Her two young daughters died from shotgun wounds to the head and chest .,Kelly two young daughters died from shotgun wounds to the head and chest .
"Needham , a 40 - year - old builder , also died from shotgun injuries , which the coroner said were to his neck and head .","Robert also died from shotgun injuries , which the coroner said were to Robert neck and head ."
"Sussex police ’s investigation continues into the deaths , which the force believes were an isolated incident .",Sussex police ’s investigation continues into the four deaths  Sussex police ’s investigation believes were an isolated incident .
Officers have so far refused to confirm who is suspected of carrying out the killings .,Officers have so far refused to confirm who is suspected of carrying out the four deaths .
The tragedy was discovered when police received a report from someone concerned for the welfare of the family .,The tragedy was discovered when police received a report from someone concerned for the welfare of the family .
"Just two days before , Fitzgibbons posted on social media pictures of Robert and her children on their “ walk for the day ” during the coronavirus lockdown .","Just two days before , Kelly posted on social media pictures of Robert  Robert and her children  Robert  the children on Robert and her children “ walk for the day ” during the coronavirus lockdown ."
At the time a neighbour said : “ There was no evidence previously that there was a problem . ”,At the time a neighbour said : “ There was no evidence previously that there was a problem . ”
Police are continuing to investigate whether the weapon was legally held .,Police are continuing to investigate whether the weapon was legally held .
"Posting a picture of the children on Facebook after their deaths , their grandmother , Maureen Needham , said : “ It was Robert , Kelly and my lovely grandchildren that all died upstairs . ”","Posting a picture of the children on Facebook after the children  the four deaths , the children  my , said : “ It was Robert , Kelly and my lovely grandchildren that all died upstairs . ”"
A provisional date for the full inquest has been set for 6 October .,A provisional date for The inquest has been set for 6 October .
