raw,replaced
North Carolina mom finally meets newborn son two months after being hospitalized for COVID-19 .,North Carolina mom finally meets newborn son two months after being hospitalized for COVID-19 .
2020-05-24 23:25:04 +00:00 .,2020-05-24 23:25:04 +00:00 .
"DURHAM , N.C. ( WTVD ) --","DURHAM , N.C. ( WTVD ) --"
Having a baby is stressful enough .,Having a baby is stressful enough .
"For Takia Morrison , add on being stuck in the hospital with COVID-19 and being unable to meet her newborn for the first two months of his life .","For I , add on being stuck in the hospital with COVID-19 and being unable to meet I  newborn son for the first two months of I life ."
"""It was like I felt complete , "" Morrison said .","""It was like I felt complete , "" I said ."
""" That 's what kept the fight in me .",""" That 's what kept the fight in I ."
I just kept telling myself I have to get back to my children .,I just kept telling I  I have to get back to I  my children .
"When she passed him to me and I seen him it was like , ' this is finally here .","When I passed I to I and I seen I it was like , ' this is finally here ."
"It 's mommy , it 's me .","It 's mommy , it 's I ."
I 'm here .,I 'm here .
"'""In early April , 31 - year - old Morrison was admitted to the hospital with what they originally thought was just pneumonia before being diagnosed with COVID-19.At the hospital , she had a seizure and needed and emergency c - section and was later transferred to Duke University Hospital for life support .","I early April , 31 - year - old Morrison was admitted to the hospital with what They originally thought was just pneumonia before being diagnosed with COVID-19.At the hospital , I had a seizure and needed and emergency c - section and was later transferred to Duke for life support ."
"""When I first woke up I did n't know where I was at , "" she said .","""When I first woke up I did n't know where I was at , "" I said ."
""" They told me I was at Duke which definitely put my mind at ease because I knew that Duke was a really good hospital",""" They told I  I was at Duke which definitely put I mind at ease because I knew that Duke was a really good hospital"
but then I realized I was by myself and I was in the hospital .,but then I realized I was by I and I was in the hospital .
When I looked at the date on the board I realized it had been days .,When I looked at the date on the board I realized it had been days .
"""Morrison said what kept her going was knowing her 10 - year - old daughter and newborn baby boy needed their mother .",I said what kept I going was knowing I  newborn son needed newborn son  North Carolina mom .
Although she was alone in the hospital she says the nurses printed out pictures of her family and hung them in her room .,Although I was alone in the hospital  I says the nurses printed out the pictures  I family and hung the pictures in I  my room .
"""For the nurses to take the time to print out the pictures and put them in my room , they almost made me feel at home , "" she said .","""For the nurses to take the time to print out the pictures and put the pictures in I  my room , the pictures almost made I feel at home , "" I said ."
"""She 's sitting there , she has a tube in her mouth hooked up to a ventilator , "" said Craig Rackley , a physician .","Takia 's sitting there , Takia has a tube in Takia mouth hooked up to a ventilator , "" said Rackley ."
""" She 's got blood flowing out of her body into this external lung , and she 's awake and smiling and interacting with us .",""" Takia 's got blood flowing out of Takia body into this external lung , and Takia 's awake and smiling and interacting with us ."
"I think her personality and will was truly admirable and inspiring"" .","I think Takia personality and will was truly admirable and inspiring"" ."
Craig Rackley who treated Morrison says for her to be able to leave the hospital with no oxygen and recovering is a testament to her age and being healthy .,Rackley  I says for Takia to be able to leave the hospital with no oxygen and recovering is a testament to Takia age and being healthy .
"""Most people who need the ECMO that she needed needed it for about seven to 14 days , "" said Rackley .","""Most people who need the ECMO that Takia needed needed the ECMO for about seven to 14 days , "" said Rackley ."
""" She was on it for 23 days .",""" Takia was on the ECMO for 23 days ."
"As she continued to improve , her spirits continued to improve .","As Takia continued to improve , Takia spirits continued to improve ."
She 's truly a tough and impressive young woman .,Takia 's truly a tough and impressive young woman .
"""After weeks of testing positive for COVID-19 , this Monday the test finally read negative and Takia was able to return home to her two children making her appreciate being a mother that much more .","""After weeks of testing positive for COVID-19 , this Monday the test finally read negative and Takia was able to return home to Takia  my children making Takia appreciate being a mother that much more ."
"""It 's real","""It 's real"
"and it 's deadly , "" Morrison said .","and the test 's deadly , "" I said ."
""" I ca n't believe people are n't taking it seriously",""" I ca n't believe people are n't taking the test seriously"
but until you 're effected by it you really do n't take it serious .,but until you 're effected by it you really do n't take it serious .
But it literally took over my body .,But it literally took over I body .
I was so happy because it was like I 'm making it,I was so happy because it was like I 'm making  it
"I 'm doing it . ""","I 'm doing making . """
