raw,replaced
Unemployed workers battle to file for benefits .,Unemployed workers battle to file for benefits .
2020-04-04 11:54:12 +00:00 .,2020-04-04 11:54:12 +00:00 .
"That 's how long Camilla Christiansen Poole waited on hold with the North Carolina Division of Employment Security , trying to find out why she could not file for unemployment online The Asheville , North Carolina , resident had been laid off from her job as a medical courier on March 24 -- one of a record number of people left without work because of the coronavirus crisis .","That 's how long I waited on hold with The agency  North Carolina Division of Employment Security , trying to find out why I could not file for unemployment online I  North Carolina , resident had been laid off from I job as a medical courier on March 24 -- one of a record number of people left without work because of the pandemic ."
"She called the division dozens of times , only to be disconnected .","I called The agency dozens of times , only to be disconnected ."
"But finally , on Monday , she was placed on hold .","But finally , on Monday , I was placed on hold ."
""" I pretty much was sitting still , besides walking my dogs",""" I pretty much was sitting still , besides walking I dogs"
", "" said Poole , who was prepared to stay on the line through the night .",", "" said Poole ."
""" I was so scared .",""" Poole was so scared ."
I knew it was probably a blessing that I had been looped into being on hold .,Poole knew it was probably a blessing that Poole had been looped into being on hold .
"I was really surprised when someone finally answered . ""","Poole was really surprised when someone finally answered . """
"Yet while Poole is among the millions of economic victims of the pandemic , she is not one of the nearly 10 million Americans who filed for first - time unemployment benefits in the last two weeks of March -- because , like countless others , she has n't been able to complete her application and be approved .","Yet while Poole is among the millions of economic victims of the pandemic , Poole is not one of the nearly 10 million Americans who filed for first - time unemployment benefits in the last two weeks of March -- because , like countless others , Poole has n't been able to complete Poole application and be approved ."
Congress is funneling $ 1 billion in stimulus funds to states to help them handle the unprecedented workload .,Congress is funneling The money to states to help states handle the unprecedented workload .
The money ca n't come soon enough since most state agencies are dealing with antiquated technology and smaller staffs due to recent low unemployment rates .,The money ca n't come soon enough since most state agencies are dealing with antiquated technology and smaller staffs due to recent low unemployment rates .
"Unable to get through When Poole finally got hold of a representative , she was told to upload two forms of identification , which she quickly did .","Unable to get through When Poole finally got hold of a representative , Poole was told to upload two forms of identification , which Poole quickly did ."
But she has yet to be approved for unemployment benefits .,But Poole has yet to be approved for unemployment benefits .
"Poole , who is married , has called dozens of times this week but has not been able to get through again .","Poole  Poole , has called dozens of times this week but has not been able to get through again ."
""" It 's just highlighting how ill - prepared we were , "" said Poole , 43 , who is talking to the couple 's bank about possibly deferring their mortgage payment next month .",""" It 's just highlighting how ill - prepared we were , "" said Poole ."
""" It 's super frustrating . """,""" It 's super frustrating . """
"The agency said Friday that it is "" moving aggressively "" to better address the unprecedented spike in filings by hiring 50 more staffers , contracting with an additional 200 - person call center , adding computer servers and purchasing new equipment .","The agency said Friday that The agency is "" moving aggressively "" to better address the unprecedented spike in filings by hiring 50 more staffers , contracting with an additional 200 - person call center , adding computer servers and purchasing new equipment ."
"About 370,000 North Carolinians have filed for benefits since March 16 , compared to 3,000 in a typical week before the pandemic hit .","About 370,000 North Carolinians have filed for benefits since March 16 , compared to 3,000 in a typical week before the pandemic hit ."
"In San Antonio , Texas , Liam Apperley put the state Workforce Commission on speed dial after being furloughed from his sales and training job at a corporate development company on March 16 .","In San Antonio , Texas , I put the state Workforce Commission on speed dial after being furloughed from I sales and training job at a corporate development company on March 16 ."
"Apperley had called 5,257 times by midday Thursday -- he checked his cellphone account -- but would either get a busy signal , a message that all circuits were busy or an automated recording to hold the line , only to be disconnected or get a voicemail saying the agency was overwhelmed by calls .","I had called 5,257 times by midday Thursday -- I checked I cellphone account -- but would either get a busy signal , a message that all circuits were busy or an automated recording to hold the line , only to be disconnected or get a voicemail saying The agency was overwhelmed by calls ."
"On Friday , he tried calling a minute before the office opened at 8 a.m. , but got a message that it was closed .","On Friday , I tried calling a minute before the office opened at 8 a.m. , but got a message that the office was closed ."
"After that , all he heard were busy signals .","After that , all I heard were busy signals ."
"More than half a million Texans have filed for claims in the last 18 days , the commission said Friday .","More than half a million Texans have filed for claims in the last two weeks of March , the state Workforce Commission said Friday ."
The number will soon outpace the total received in all of 2019 .,The number will soon outpace the total received in all of 2019 .
The agency recommended that residents stagger the days they file by the first digit of their area code to ease the crunch .,The agency recommended that residents stagger the days residents file by the first digit of residents area code to ease the crunch .
"Apperley , 48 , who is the main breadwinner for his family and has had to start drawing down his savings , would prefer the commission set up a system to take residents ' contact information and return their call at a certain time , much like many companies do .","I  I family and has had to start drawing down I savings , would prefer the state Workforce Commission set up a system to take residents ' contact information and return residents ' call at a certain time , much like many companies do ."
""" Even if I were to get ( a message ) from Texas Workforce that said we 'll call you back in three or four days , at least I 'd know there 's some light at the end of the tunnel , "" he said .",""" Even if I were to get ( a message ) from Texas Workforce that said the state Workforce Commission 'll call I back in three or four days , at least I 'd know there 's some light at the end of the tunnel , "" I said ."
