raw,replaced
Spanish prime minister fails to prove existence of international coronavirus testing rankings he cited .,Sanchez fails to prove existence of the university 's rankings  Sanchez cited .
2020-05-09 19:29:23 +00:00 .,2020-05-09 19:29:23 +00:00 .
"In a press conference on April 28 , Sánchez said the university 's rankings showed Spain was fifth in the world in testing rates .","In Saturday 's press conference  April 28 , Sanchez said the university 's rankings showed Spain was fifth in the world in testing rates ."
But those international rankings appear not to exist .,But the university 's rankings appear not to exist .
"In April , CNN followed up with Johns Hopkins University to verify the rankings , but a spokesperson said , "" We were n't able to immediately locate such a report . ""","In April , CNN followed up with Johns Hopkins to verify the university 's rankings , but the spokesperson said , "" CNN were n't able to immediately locate such a report . """
"When CNN asked if Johns Hopkins was tracking testing data outside the United States , the spokesperson said , "" We have elaborate US testing tracking efforts , including state comparisons , right now . ""","When CNN asked if Johns Hopkins was tracking testing data outside the United States , the spokesperson said , "" CNN have elaborate US testing tracking efforts , including state comparisons , right now . """
"On its coronavirus website , Johns Hopkins maps Covid-19 infections and deaths around the world and appears to only be tracking testing rates in the US .","On Johns Hopkins coronavirus website , Johns Hopkins maps Covid-19 infections and deaths around the world and appears to only be tracking testing rates in the United States ."
"In April , CNN asked the Spanish Health Ministry to send a link or proof that the rankings existed .","In April , CNN asked the Health Ministry to send a link or proof that the university 's rankings existed ."
They did not reply .,the Health Ministry did not reply .
CNN informed Sánchez during Saturday 's press conference that Johns Hopkins was unable to locate such rankings and that the Health Ministry had n't responded .,CNN informed Sanchez during Saturday 's press conference  Saturday press conference that Johns Hopkins was unable to locate such rankings and that the Health Ministry had n't responded .
"Asked if his office could point to the rankings he had referred to , Sanchez said only that "" The numbers are there . ""","Asked if Sanchez office could point to such rankings  Sanchez had referred to , Sanchez said only that "" The numbers are there . """
He then went on to read out the government 's latest testing data .,Sanchez then went on to read out the government 's latest testing data .
"When CNN first asked Sánchez about testing rates on April 28 , the prime minister cited contested Organization for Economic Cooperation and Development ( OECD ) data showing Spain was eighth in the world for testing rates .","When CNN first asked Sanchez about testing rates on April 28 , Sanchez cited contested OECD ) data showing Spain was eighth in the world for testing rates ."
"Spaniards soak up sun after lockdown eased , as daily death toll lowest in 6 weeks But even before Sánchez answered the question , the OECD had issued a statement correcting its data , after acknowledging it had mistakenly included Spain 's antibody testing rates in the overall numbers , which skewed its position .","Spaniards soak up sun after lockdown eased , as daily death toll lowest in 6 weeks But even before Sanchez answered the question , OECD had issued a statement correcting OECD data , after acknowledging OECD had mistakenly included Spain antibody testing rates in the overall numbers , which skewed OECD position ."
"The updated OECD chart at the time showed Spain had the 17th highest testing rate , not the eighth , for Covid-19 .","The updated OECD chart at the time showed Spain had the 17th highest testing rate , not the eighth , for Covid-19 ."
The Spanish prime minister and his government have been accused by opposition parties and criticized by some of the country 's leading media of manipulating Spain 's test ranking figures .,Sanchez and Sanchez  the government 's have been accused by opposition parties and criticized by some of Spain leading media of manipulating Spain test ranking figures .
"On Saturday , Sanchez said that as of May 7 , Spain had completed 1,625,211 PCR tests , and 842,550 antibody tests .","On Saturday , Sanchez said that as of May 7 , Spain had completed 1,625,211 PCR tests , and 842,550 antibody tests ."
""" We are one of the countries doing the most testing , "" he said .",""" Spain are one of the countries doing the most testing , "" Sanchez said ."
